	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	1
2	60	1177	19	21
3	90	1049	54	137
4	120	865	90	310
5	150	795	100	398
6	180	783	106	421
7	210	798	106	429
8	240	833	106	431
9	270	858	106	431
10	300	884	106	434
11	330	907	106	434
12	360	926	106	434
13	390	955	106	434
14	420	983	106	435
15	450	1010	106	435
16	480	1048	106	438
17	510	1073	106	443
18	540	1130	106	444
19	570	1171	106	436
20	600	1202	106	346
21	630	1231	106	165
22	660	1252	106	61
23	690	1265	118	29
24	720	1080	324	42
25	750	778	588	109
26	780	644	671	177
27	810	614	691	206
28	840	623	693	216
29	870	644	694	219
30	900	662	694	220
31	930	687	694	219
32	960	705	694	220
33	990	731	694	217
34	1020	753	694	212
35	1050	775	694	213
36	1080	815	694	214
37	1110	843	694	216
38	1140	868	694	215
39	1170	890	694	215
40	1200	937	694	216
41	1230	966	694	200
42	1260	997	694	140
43	1290	1018	694	66
44	1320	1050	694	35
45	1350	1033	742	22
46	1380	816	966	43
47	1410	603	1162	88
48	1440	544	1208	111
