	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	1	1173
2	60	17	20	1180
3	90	117	52	1096
4	120	253	91	951
5	150	347	128	851
6	180	432	147	770
7	210	476	153	746
8	240	487	154	760
9	270	487	155	790
10	300	488	155	815
11	330	490	155	833
12	360	490	155	869
13	390	490	155	892
14	420	493	155	926
15	450	493	155	962
16	480	493	155	994
17	510	504	155	1016
18	540	504	155	1049
19	570	497	155	1084
20	600	409	155	1125
21	630	290	227	1074
22	660	243	403	882
23	690	215	526	714
24	720	200	617	603
25	750	204	662	550
26	780	220	675	547
27	810	225	677	568
28	840	224	677	583
29	870	225	677	598
30	900	225	677	614
31	930	224	677	644
32	960	223	677	655
33	990	224	677	675
34	1020	214	677	698
35	1050	214	677	721
36	1080	213	677	741
37	1110	210	677	764
38	1140	208	677	792
39	1170	162	677	813
40	1200	100	715	804
41	1230	82	863	656
42	1260	72	973	551
43	1290	80	1036	475
44	1320	83	1067	447
45	1350	91	1079	439
46	1380	92	1079	449
47	1410	92	1079	468
48	1440	92	1079	491
