	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1156
2	60	27	20	1144
3	90	142	61	1022
4	120	276	92	886
5	150	361	119	793
6	180	390	122	784
7	210	399	123	786
8	240	404	123	802
9	270	407	123	821
10	300	408	123	842
11	330	410	123	873
12	360	412	123	901
13	390	413	123	936
14	420	414	142	941
15	450	441	266	814
16	480	506	399	639
17	510	554	452	551
18	540	577	473	522
19	570	562	475	536
20	600	459	476	562
21	630	320	476	581
22	660	233	476	598
23	690	194	476	615
24	720	181	476	645
25	750	177	476	673
26	780	175	477	689
27	810	176	526	655
28	840	194	666	510
29	870	212	737	439
30	900	222	761	417
31	930	227	765	419
32	960	212	766	430
33	990	150	766	441
34	1020	97	766	454
35	1050	69	766	469
36	1080	67	766	488
37	1110	66	766	506
38	1140	66	766	527
39	1170	65	771	554
40	1200	70	838	506
41	1230	85	944	397
42	1260	100	988	357
43	1290	103	998	352
44	1320	101	1001	363
45	1350	90	1001	373
46	1380	69	1001	389
47	1410	55	1001	409
48	1440	47	1001	421
