	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1167
2	60	31	18	1151
3	90	162	52	1019
4	120	282	86	892
5	150	363	102	824
6	180	395	106	814
7	210	407	106	834
8	240	410	106	842
9	270	412	106	856
10	300	418	106	873
11	330	419	106	905
12	360	422	106	930
13	390	423	106	966
14	420	424	106	992
15	450	426	106	1021
16	480	428	106	1046
17	510	430	106	1071
18	540	430	106	1104
19	570	416	106	1135
20	600	306	181	1085
21	630	224	387	857
22	660	206	534	668
23	690	213	583	599
24	720	210	591	592
25	750	207	592	605
26	780	207	592	620
27	810	203	592	646
28	840	201	592	669
29	870	202	592	686
30	900	201	592	713
31	930	203	592	734
32	960	205	592	765
33	990	208	592	778
34	1020	205	592	804
35	1050	205	592	836
36	1080	205	592	867
37	1110	203	592	884
38	1140	168	621	886
39	1170	123	798	710
40	1200	94	960	538
41	1230	101	1010	479
42	1260	102	1017	483
43	1290	104	1018	493
44	1320	105	1018	506
45	1350	104	1018	526
46	1380	104	1018	532
47	1410	103	1018	554
48	1440	101	1018	569
