	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1166	2	0
2	60	1184	23	8
3	90	1080	148	35
4	120	938	279	79
5	150	806	399	116
6	180	760	453	131
7	210	753	474	133
8	240	767	484	133
9	270	789	487	133
10	300	815	490	133
11	330	850	492	133
12	360	884	492	133
13	390	918	493	133
14	420	954	495	133
15	450	979	498	133
16	480	1016	499	133
17	510	1060	499	133
18	540	1067	500	157
19	570	942	513	287
20	600	770	447	440
21	630	640	375	540
22	660	585	269	587
23	690	581	218	596
24	720	595	194	599
25	750	614	187	599
26	780	640	184	599
27	810	654	184	599
28	840	667	184	599
29	870	691	185	599
30	900	718	185	599
31	930	744	185	599
32	960	759	183	599
33	990	787	184	599
34	1020	813	183	599
35	1050	771	185	662
36	1080	650	177	804
37	1110	553	156	902
38	1140	512	118	951
39	1170	503	100	969
40	1200	511	86	975
41	1230	538	81	975
42	1260	552	79	975
43	1290	573	82	975
44	1320	585	82	975
45	1350	607	80	975
46	1380	622	80	975
47	1410	648	81	975
48	1440	669	79	975
