	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1167	1
2	60	20	1161	19
3	90	134	1065	45
4	120	268	948	69
5	150	367	841	103
6	180	408	827	104
7	210	430	834	105
8	240	436	865	105
9	270	438	882	105
10	300	440	909	105
11	330	440	937	105
12	360	441	968	105
13	390	447	956	149
14	420	484	804	290
15	450	533	674	387
16	480	571	603	434
17	510	586	597	442
18	540	589	610	443
19	570	579	626	443
20	600	478	635	443
21	630	350	660	443
22	660	250	680	443
23	690	194	701	443
24	720	171	693	475
25	750	182	576	595
26	780	198	506	672
27	810	216	466	718
28	840	223	474	723
29	870	223	492	723
30	900	222	504	723
31	930	191	516	723
32	960	143	539	723
33	990	101	558	723
34	1020	84	571	723
35	1050	84	560	745
36	1080	92	488	831
37	1110	112	416	898
38	1140	122	372	941
39	1170	120	370	954
40	1200	121	380	954
41	1230	120	388	954
42	1260	106	405	954
43	1290	82	417	954
44	1320	64	429	955
45	1350	56	446	955
46	1380	56	449	962
47	1410	63	396	1017
48	1440	77	337	1076
