	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1175	2
2	60	25	1157	27
3	90	60	1048	134
4	120	91	924	262
5	150	112	827	366
6	180	133	754	446
7	210	160	692	503
8	240	180	657	542
9	270	201	619	578
10	300	223	599	600
11	330	241	582	614
12	360	256	567	626
13	390	274	555	635
14	420	290	555	647
15	450	308	558	650
16	480	322	560	653
17	510	340	551	659
18	540	356	539	664
19	570	375	538	654
20	600	384	535	564
21	630	396	531	438
22	660	410	532	339
23	690	422	535	253
24	720	434	535	196
25	750	444	556	147
26	780	455	561	115
27	810	464	562	93
28	840	472	570	84
29	870	483	578	73
30	900	501	578	70
31	930	521	579	60
32	960	530	585	60
33	990	543	592	57
34	1020	557	599	55
35	1050	573	600	52
36	1080	592	602	49
37	1110	608	603	52
38	1140	621	612	50
39	1170	638	612	47
40	1200	659	611	49
41	1230	668	615	47
42	1260	677	625	53
43	1290	689	626	54
44	1320	705	633	50
45	1350	725	629	50
46	1380	740	639	47
47	1410	762	632	43
48	1440	778	637	44
