	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1174
2	60	22	26	1147
3	90	54	132	1036
4	120	87	271	895
5	150	103	373	796
6	180	110	428	763
7	210	110	435	782
8	240	110	440	800
9	270	110	442	828
10	300	110	447	844
11	330	110	449	870
12	360	110	449	886
13	390	110	453	917
14	420	120	456	947
15	450	250	489	832
16	480	351	563	681
17	510	413	627	576
18	540	430	650	546
19	570	434	647	546
20	600	435	553	567
21	630	435	414	583
22	660	435	311	598
23	690	435	243	606
24	720	435	230	630
25	750	435	228	646
26	780	435	225	669
27	810	474	221	646
28	840	602	240	516
29	870	683	264	425
30	900	706	273	400
31	930	709	278	410
32	960	710	257	422
33	990	710	185	437
34	1020	710	109	461
35	1050	710	82	476
36	1080	710	70	491
37	1110	710	71	515
38	1140	710	72	541
39	1170	712	72	552
40	1200	771	76	506
41	1230	869	89	411
42	1260	911	98	379
43	1290	924	103	370
44	1320	925	105	378
45	1350	926	90	389
46	1380	927	64	405
47	1410	927	50	418
48	1440	927	43	431
