	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1179	0
2	60	20	1180	9
3	90	127	1068	51
4	120	283	906	84
5	150	383	817	107
6	180	445	772	114
7	210	456	789	115
8	240	458	810	115
9	270	461	835	115
10	300	464	856	115
11	330	466	881	115
12	360	468	908	115
13	390	469	929	115
14	420	470	967	115
15	450	473	996	115
16	480	475	1028	115
17	510	476	1067	115
18	540	479	1094	115
19	570	474	1127	115
20	600	388	1169	115
21	630	229	1211	115
22	660	118	1259	115
23	690	53	1284	116
24	720	41	1207	217
25	750	116	878	501
26	780	195	679	652
27	810	234	603	714
28	840	253	585	729
29	870	251	607	731
30	900	250	628	731
31	930	251	648	731
32	960	248	665	731
33	990	246	685	731
34	1020	246	700	731
35	1050	241	723	731
36	1080	239	748	731
37	1110	239	769	731
38	1140	238	801	731
39	1170	239	827	731
40	1200	241	850	731
41	1230	237	881	731
42	1260	175	896	731
43	1290	89	925	731
44	1320	49	949	731
45	1350	24	979	731
46	1380	24	930	799
47	1410	59	721	1006
48	1440	88	590	1138
