	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1178	2
2	60	12	1185	18
3	90	56	1047	135
4	120	82	861	316
5	150	94	773	426
6	180	95	767	448
7	210	95	806	454
8	240	95	837	455
9	270	95	855	457
10	300	95	880	461
11	330	95	906	462
12	360	95	926	464
13	390	95	952	466
14	420	95	981	467
15	450	104	1005	469
16	480	231	873	491
17	510	391	677	542
18	540	464	577	594
19	570	471	576	599
20	600	472	600	504
21	630	472	616	329
22	660	472	631	209
23	690	472	645	172
24	720	472	675	164
25	750	472	702	163
26	780	472	724	163
27	810	472	742	161
28	840	472	760	161
29	870	500	765	161
30	900	662	603	176
31	930	762	484	209
32	960	785	454	226
33	990	789	458	220
34	1020	790	476	177
35	1050	790	486	115
36	1080	790	514	92
37	1110	790	526	91
38	1140	790	547	87
39	1170	790	557	84
40	1200	790	577	84
41	1230	790	591	83
42	1260	791	608	83
43	1290	846	572	83
44	1320	994	429	86
45	1350	1059	350	105
46	1380	1066	347	111
47	1410	1069	351	104
48	1440	1069	361	69
