	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1171	0
2	60	21	1163	21
3	90	127	1052	62
4	120	304	872	94
5	150	413	774	110
6	180	475	711	131
7	210	522	674	149
8	240	549	645	170
9	270	578	629	186
10	300	596	628	197
11	330	609	630	207
12	360	617	636	219
13	390	622	642	231
14	420	626	653	244
15	450	634	644	263
16	480	639	656	275
17	510	642	656	295
18	540	642	653	317
19	570	637	665	333
20	600	557	669	348
21	630	385	671	361
22	660	265	677	374
23	690	197	680	389
24	720	153	690	401
25	750	120	688	420
26	780	99	688	436
27	810	74	693	450
28	840	64	691	466
29	870	59	700	476
30	900	53	716	496
31	930	53	709	521
32	960	50	711	533
33	990	44	717	553
34	1020	47	710	574
35	1050	47	723	588
36	1080	44	723	606
37	1110	42	737	618
38	1140	41	727	637
39	1170	40	741	653
40	1200	40	751	672
41	1230	42	775	679
42	1260	43	783	695
43	1290	40	788	708
44	1320	43	792	728
45	1350	43	803	748
46	1380	42	814	759
47	1410	47	824	776
48	1440	47	831	792
