	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	2	1
2	60	1177	34	10
3	90	1075	129	52
4	120	942	250	91
5	150	855	346	125
6	180	785	422	146
7	210	790	443	151
8	240	806	452	151
9	270	830	453	153
10	300	814	457	192
11	330	714	502	269
12	360	643	541	318
13	390	591	581	352
14	420	581	602	370
15	450	594	608	372
16	480	603	608	372
17	510	628	608	374
18	540	609	610	409
19	570	552	611	464
20	600	511	543	506
21	630	479	445	542
22	660	486	333	549
23	690	502	256	551
24	720	511	225	551
25	750	530	216	553
26	780	515	217	584
27	810	462	218	653
28	840	442	183	690
29	870	421	154	714
30	900	432	113	725
31	930	446	90	725
32	960	456	82	725
33	990	463	82	727
34	1020	433	85	762
35	1050	409	86	797
36	1080	398	71	824
37	1110	378	57	845
38	1140	383	48	855
39	1170	395	47	856
40	1200	405	44	856
41	1230	417	41	856
42	1260	403	42	880
43	1290	378	41	911
44	1320	373	39	938
45	1350	372	36	957
46	1380	380	26	967
47	1410	389	24	967
48	1440	396	25	968
