	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	2	1172	2
2	60	18	1156	34
3	90	44	1056	156
4	120	78	944	286
5	150	104	834	398
6	180	118	781	472
7	210	118	775	494
8	240	119	811	499
9	270	119	834	501
10	300	119	862	503
11	330	119	889	503
12	360	122	911	504
13	390	198	853	515
14	420	314	731	545
15	450	386	630	599
16	480	440	566	633
17	510	457	554	652
18	540	460	573	659
19	570	460	585	641
20	600	460	605	540
21	630	460	617	410
22	660	460	640	291
23	690	468	649	213
24	720	521	619	180
25	750	617	529	190
26	780	680	471	202
27	810	717	440	213
28	840	727	438	217
29	870	728	444	218
30	900	728	462	211
31	930	728	473	186
32	960	728	477	134
33	990	728	490	99
34	1020	731	502	75
35	1050	774	469	71
36	1080	841	411	73
37	1110	899	355	82
38	1140	925	345	85
39	1170	933	346	88
40	1200	933	354	90
41	1230	933	364	89
42	1260	933	378	81
43	1290	933	392	60
44	1320	933	404	47
45	1350	935	403	49
46	1380	981	366	48
47	1410	1039	309	56
48	1440	1066	284	63
