	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1171	4
2	60	17	1170	29
3	90	53	1064	116
4	120	84	933	251
5	150	117	818	360
6	180	134	768	421
7	210	138	762	450
8	240	142	769	462
9	270	169	742	482
10	300	209	682	523
11	330	238	636	558
12	360	267	589	592
13	390	287	575	610
14	420	291	586	614
15	450	299	601	619
16	480	338	573	621
17	510	378	529	634
18	540	400	520	642
19	570	424	503	633
20	600	430	518	561
21	630	430	539	423
22	660	438	544	314
23	690	475	522	253
24	720	510	496	222
25	750	535	485	215
26	780	554	473	207
27	810	557	491	167
28	840	557	506	134
29	870	567	514	100
30	900	607	486	81
31	930	645	453	80
32	960	669	444	82
33	990	681	443	81
34	1020	685	448	74
35	1050	685	460	69
36	1080	703	454	61
37	1110	746	419	56
38	1140	775	400	60
39	1170	794	395	62
40	1200	805	396	61
41	1230	808	404	58
42	1260	809	417	56
43	1290	836	402	52
44	1320	872	376	50
45	1350	903	349	54
46	1380	921	340	53
47	1410	934	339	52
48	1440	935	348	48
