	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1192
2	60	28	10	1183
3	90	133	49	1057
4	120	268	85	909
5	150	365	118	802
6	180	438	140	728
7	210	469	145	733
8	240	478	148	749
9	270	481	148	763
10	300	483	157	781
11	330	502	229	712
12	360	526	285	655
13	390	559	330	593
14	420	586	356	561
15	450	597	365	561
16	480	602	366	573
17	510	603	366	588
18	540	603	366	608
19	570	589	394	607
20	600	512	462	545
21	630	391	503	517
22	660	298	529	500
23	690	221	556	482
24	720	189	561	486
25	750	177	561	505
26	780	174	561	530
27	810	173	565	548
28	840	163	616	502
29	870	151	672	456
30	900	121	705	436
31	930	102	730	412
32	960	90	738	414
33	990	85	738	420
34	1020	83	738	439
35	1050	83	738	453
36	1080	86	757	453
37	1110	73	814	409
38	1140	65	856	368
39	1170	62	869	371
40	1200	55	886	359
41	1230	53	887	366
42	1260	52	888	378
43	1290	50	888	392
44	1320	50	892	400
45	1350	52	927	375
46	1380	42	962	345
47	1410	40	979	336
48	1440	42	999	315
