	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1189	2	1
2	60	1197	26	10
3	90	1090	123	49
4	120	966	253	79
5	150	869	351	103
6	180	837	408	112
7	210	852	428	117
8	240	876	437	117
9	270	909	437	117
10	300	936	440	117
11	330	965	441	117
12	360	993	446	119
13	390	932	455	201
14	420	790	508	315
15	450	678	563	398
16	480	614	600	442
17	510	613	618	452
18	540	629	622	455
19	570	642	608	456
20	600	662	520	457
21	630	688	394	457
22	660	701	290	457
23	690	714	224	460
24	720	665	210	521
25	750	579	222	611
26	780	505	245	674
27	810	477	251	712
28	840	472	258	724
29	870	483	257	725
30	900	497	251	725
31	930	522	208	725
32	960	530	154	725
33	990	545	110	725
34	1020	555	90	732
35	1050	522	84	779
36	1080	469	86	842
37	1110	424	93	892
38	1140	398	101	922
39	1170	403	106	926
40	1200	410	109	929
41	1230	427	101	929
42	1260	442	85	929
43	1290	460	59	929
44	1320	480	47	929
45	1350	496	39	930
46	1380	464	41	974
47	1410	412	45	1039
48	1440	372	47	1090
