	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1178	4
2	60	16	1168	31
3	90	48	1048	154
4	120	80	909	297
5	150	104	802	407
6	180	126	744	470
7	210	149	693	518
8	240	171	662	561
9	270	192	636	590
10	300	212	627	610
11	330	232	620	626
12	360	256	606	638
13	390	271	612	648
14	420	285	609	656
15	450	304	598	664
16	480	328	592	672
17	510	347	586	679
18	540	360	587	681
19	570	377	587	675
20	600	397	574	563
21	630	411	577	425
22	660	423	577	311
23	690	440	574	243
24	720	455	576	194
25	750	468	589	151
26	780	485	592	125
27	810	497	603	102
28	840	512	602	88
29	870	524	609	80
30	900	535	625	68
31	930	552	627	63
32	960	570	619	59
33	990	592	619	53
34	1020	608	612	46
35	1050	621	617	45
36	1080	640	615	42
37	1110	650	631	41
38	1140	666	625	45
39	1170	675	631	40
40	1200	694	629	44
41	1230	713	627	43
42	1260	728	627	43
43	1290	740	634	44
44	1320	759	634	46
45	1350	777	630	46
46	1380	789	644	42
47	1410	806	645	44
48	1440	817	654	44
