	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1161	1	2
2	60	1162	10	33
3	90	1067	44	129
4	120	941	73	249
5	150	853	106	336
6	180	796	131	400
7	210	785	134	431
8	240	793	135	442
9	270	791	164	448
10	300	715	230	485
11	330	659	263	530
12	360	612	299	560
13	390	614	309	569
14	420	624	312	576
15	450	636	317	582
16	480	613	352	593
17	510	573	409	615
18	540	533	448	630
19	570	519	467	617
20	600	532	474	548
21	630	550	475	427
22	660	568	478	335
23	690	538	514	271
24	720	507	555	246
25	750	490	581	246
26	780	477	599	247
27	810	487	607	218
28	840	506	608	173
29	870	510	617	147
30	900	466	667	138
31	930	449	695	133
32	960	435	720	135
33	990	434	729	128
34	1020	442	733	104
35	1050	453	733	88
36	1080	446	746	80
37	1110	424	782	73
38	1140	394	813	76
39	1170	371	845	76
40	1200	360	863	76
41	1230	366	865	63
42	1260	375	865	51
43	1290	371	877	41
44	1320	355	901	41
45	1350	339	926	43
46	1380	329	941	44
47	1410	329	950	42
48	1440	331	951	40
