	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1175	3
2	60	7	1189	25
3	90	42	1068	135
4	120	75	927	269
5	150	104	816	378
6	180	128	747	451
7	210	135	726	492
8	240	136	736	506
9	270	136	755	511
10	300	136	775	513
11	330	136	793	518
12	360	136	821	520
13	390	136	842	520
14	420	136	864	523
15	450	136	886	523
16	480	136	915	523
17	510	136	942	524
18	540	136	967	525
19	570	136	1002	510
20	600	172	979	431
21	630	318	835	318
22	660	448	674	260
23	690	522	590	212
24	720	579	517	194
25	750	595	498	192
26	780	600	510	190
27	810	600	528	189
28	840	600	540	186
29	870	600	557	184
30	900	600	585	184
31	930	600	606	181
32	960	600	626	181
33	990	600	650	181
34	1020	600	683	181
35	1050	600	710	179
36	1080	600	734	178
37	1110	600	767	172
38	1140	606	783	146
39	1170	693	705	110
40	1200	814	577	93
41	1230	896	498	77
42	1260	956	443	71
43	1290	987	416	77
44	1320	991	427	78
45	1350	993	433	80
46	1380	993	451	80
47	1410	993	471	80
48	1440	993	484	81
