	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1160
2	60	16	22	1170
3	90	44	140	1051
4	120	81	259	925
5	150	99	370	819
6	180	114	453	750
7	210	136	507	694
8	240	159	535	653
9	270	176	563	633
10	300	190	579	622
11	330	205	590	621
12	360	223	600	609
13	390	243	609	600
14	420	262	614	604
15	450	272	623	600
16	480	285	626	608
17	510	299	630	602
18	540	328	633	593
19	570	342	628	599
20	600	358	536	601
21	630	375	412	602
22	660	391	304	603
23	690	407	210	606
24	720	416	158	613
25	750	421	129	630
26	780	435	105	632
27	810	451	90	632
28	840	467	77	638
29	870	478	71	646
30	900	491	64	665
31	930	506	61	678
32	960	516	57	672
33	990	528	54	677
34	1020	541	53	682
35	1050	566	50	677
36	1080	578	46	692
37	1110	597	47	690
38	1140	611	53	703
39	1170	626	52	712
40	1200	641	54	718
41	1230	660	55	712
42	1260	682	58	704
43	1290	706	56	703
44	1320	719	60	707
45	1350	738	62	717
46	1380	750	61	729
47	1410	774	61	733
48	1440	796	60	728
