	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1173	0	0
2	60	1167	23	7
3	90	1072	120	46
4	120	942	248	77
5	150	851	328	113
6	180	758	392	158
7	210	696	453	185
8	240	661	481	211
9	270	628	507	231
10	300	612	525	247
11	330	586	538	274
12	360	581	543	297
13	390	573	553	316
14	420	563	565	336
15	450	556	572	357
16	480	546	579	375
17	510	537	585	396
18	540	523	592	416
19	570	521	583	432
20	600	521	501	447
21	630	520	371	461
22	660	527	287	484
23	690	526	220	502
24	720	522	161	518
25	750	503	140	540
26	780	500	118	560
27	810	498	96	573
28	840	500	89	585
29	870	511	83	598
30	900	508	82	615
31	930	508	71	626
32	960	515	69	639
33	990	528	65	651
34	1020	532	61	666
35	1050	532	57	679
36	1080	537	54	695
37	1110	531	57	716
38	1140	525	58	731
39	1170	525	55	751
40	1200	517	57	765
41	1230	515	56	783
42	1260	505	47	802
43	1290	509	46	818
44	1320	499	50	833
45	1350	498	47	848
46	1380	498	45	863
47	1410	495	48	880
48	1440	494	47	896
