	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1177
2	60	6	11	1189
3	90	116	61	1060
4	120	302	91	884
5	150	408	103	793
6	180	431	103	796
7	210	439	103	818
8	240	444	103	843
9	270	445	103	860
10	300	446	103	896
11	330	446	103	927
12	360	449	103	955
13	390	453	103	980
14	420	453	103	1008
15	450	455	123	1015
16	480	485	272	865
17	510	535	398	714
18	540	570	430	666
19	570	584	433	677
20	600	503	433	694
21	630	325	433	712
22	660	200	433	750
23	690	166	433	772
24	720	157	433	796
25	750	154	433	815
26	780	152	433	850
27	810	153	433	881
28	840	153	435	900
29	870	158	526	822
30	900	185	682	667
31	930	212	734	606
32	960	217	746	612
33	990	201	747	623
34	1020	151	747	643
35	1050	111	747	665
36	1080	95	747	680
37	1110	90	747	704
38	1140	90	747	726
39	1170	89	747	745
40	1200	84	747	763
41	1230	83	747	793
42	1260	85	792	778
43	1290	98	970	606
44	1320	120	1056	522
45	1350	132	1072	506
46	1380	131	1074	512
47	1410	111	1074	528
48	1440	80	1074	541
