	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1179
2	60	15	26	1185
3	90	44	111	1087
4	120	77	239	966
5	150	105	348	854
6	180	125	411	794
7	210	155	468	729
8	240	179	504	697
9	270	196	534	670
10	300	215	560	653
11	330	227	582	638
12	360	247	597	615
13	390	266	606	609
14	420	279	611	615
15	450	302	617	622
16	480	321	623	616
17	510	344	628	603
18	540	368	634	590
19	570	379	624	593
20	600	395	564	591
21	630	407	426	598
22	660	420	332	603
23	690	436	255	596
24	720	449	198	592
25	750	467	160	587
26	780	483	137	596
27	810	500	112	592
28	840	516	87	590
29	870	538	73	583
30	900	556	64	581
31	930	568	60	582
32	960	590	55	575
33	990	605	51	579
34	1020	626	48	572
35	1050	646	43	581
36	1080	670	39	577
37	1110	681	40	576
38	1140	689	43	580
39	1170	707	41	578
40	1200	722	44	577
41	1230	742	44	577
42	1260	758	42	573
43	1290	774	41	585
44	1320	783	41	591
45	1350	799	43	597
46	1380	816	44	604
47	1410	827	46	608
48	1440	845	50	609
