	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1169	0
2	60	27	1161	15
3	90	119	1062	50
4	120	239	929	83
5	150	351	802	121
6	180	415	737	147
7	210	454	702	172
8	240	495	660	205
9	270	518	645	220
10	300	534	634	234
11	330	552	633	246
12	360	567	615	261
13	390	579	614	272
14	420	587	600	293
15	450	595	605	303
16	480	599	608	315
17	510	604	608	333
18	540	604	613	344
19	570	589	621	356
20	600	517	629	369
21	630	396	636	382
22	660	284	637	395
23	690	220	641	407
24	720	175	641	423
25	750	141	642	433
26	780	115	648	450
27	810	105	655	461
28	840	88	666	481
29	870	75	659	504
30	900	65	667	514
31	930	61	668	534
32	960	54	679	546
33	990	50	680	558
34	1020	45	688	574
35	1050	43	690	592
36	1080	45	696	607
37	1110	48	697	620
38	1140	48	700	634
39	1170	48	701	648
40	1200	50	709	663
41	1230	51	717	675
42	1260	48	725	685
43	1290	46	733	700
44	1320	48	743	716
45	1350	44	762	729
46	1380	45	760	746
47	1410	48	761	763
48	1440	45	756	787
