	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1169	0	0
2	60	1171	21	20
3	90	1048	53	140
4	120	885	85	298
5	150	800	102	401
6	180	780	111	448
7	210	806	112	456
8	240	831	112	457
9	270	860	112	458
10	300	877	112	465
11	330	909	112	467
12	360	941	112	469
13	390	961	112	473
14	420	992	112	477
15	450	1016	112	481
16	480	1030	124	481
17	510	887	270	514
18	540	705	406	584
19	570	593	481	629
20	600	576	495	547
21	630	592	499	385
22	660	607	499	277
23	690	621	499	221
24	720	638	499	210
25	750	674	499	209
26	780	698	499	208
27	810	719	499	205
28	840	736	499	202
29	870	767	499	202
30	900	813	499	198
31	930	790	541	197
32	960	628	706	216
33	990	513	819	243
34	1020	482	839	240
35	1050	486	844	178
36	1080	501	845	118
37	1110	519	845	94
38	1140	530	845	90
39	1170	550	845	90
40	1200	574	845	88
41	1230	593	845	89
42	1260	620	845	90
43	1290	642	845	89
44	1320	668	845	87
45	1350	692	851	88
46	1380	615	948	93
47	1410	479	1079	107
48	1440	424	1138	121
