	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1163
2	60	15	21	1159
3	90	56	133	1034
4	120	101	260	902
5	150	122	361	816
6	180	126	409	798
7	210	126	425	808
8	240	126	427	839
9	270	126	430	876
10	300	126	431	926
11	330	126	432	951
12	360	126	433	973
13	390	126	436	1002
14	420	172	440	984
15	450	336	489	804
16	480	447	575	635
17	510	491	602	588
18	540	496	611	598
19	570	497	601	619
20	600	497	509	639
21	630	497	376	665
22	660	497	276	688
23	690	497	218	711
24	720	497	197	735
25	750	498	195	751
26	780	529	194	735
27	810	675	209	592
28	840	761	236	492
29	870	788	253	465
30	900	795	260	466
31	930	796	258	471
32	960	796	222	483
33	990	796	148	500
34	1020	796	102	525
35	1050	796	93	545
36	1080	796	87	567
37	1110	796	85	594
38	1140	817	85	588
39	1170	916	99	498
40	1200	1005	109	418
41	1230	1033	117	399
42	1260	1042	119	403
43	1290	1046	118	416
44	1320	1046	105	425
45	1350	1046	80	432
46	1380	1046	61	455
47	1410	1046	47	467
48	1440	1046	46	484
