	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1172	0	1
2	60	1169	15	24
3	90	1069	45	129
4	120	931	76	268
5	150	831	98	370
6	180	743	116	457
7	210	728	118	485
8	240	743	118	490
9	270	763	118	492
10	300	792	118	493
11	330	821	118	495
12	360	832	121	497
13	390	793	174	508
14	420	676	272	546
15	450	575	348	590
16	480	519	392	625
17	510	500	400	646
18	540	512	400	655
19	570	533	400	641
20	600	553	401	556
21	630	575	401	414
22	660	595	401	310
23	690	601	406	212
24	720	553	468	184
25	750	483	547	188
26	780	432	606	204
27	810	396	644	212
28	840	384	655	220
29	870	395	657	218
30	900	406	657	216
31	930	417	657	179
32	960	440	657	137
33	990	460	657	97
34	1020	477	659	73
35	1050	448	696	68
36	1080	383	766	74
37	1110	355	809	78
38	1140	341	832	83
39	1170	346	840	83
40	1200	356	842	82
41	1230	370	842	78
42	1260	376	842	69
43	1290	387	842	53
44	1320	402	842	41
45	1350	410	845	34
46	1380	380	888	33
47	1410	339	935	39
48	1440	312	964	48
