	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	1	1174
2	60	22	15	1161
3	90	131	44	1057
4	120	244	70	944
5	150	344	97	855
6	180	416	120	792
7	210	440	124	779
8	240	449	126	802
9	270	450	127	827
10	300	452	127	853
11	330	454	127	887
12	360	454	127	902
13	390	456	127	931
14	420	460	127	955
15	450	462	127	983
16	480	463	127	1016
17	510	465	127	1048
18	540	466	127	1078
19	570	456	127	1100
20	600	362	127	1133
21	630	254	131	1167
22	660	166	244	1080
23	690	134	440	866
24	720	151	579	707
25	750	183	645	623
26	780	201	689	578
27	810	204	692	592
28	840	206	694	609
29	870	211	694	621
30	900	209	694	645
31	930	206	694	669
32	960	204	694	696
33	990	203	694	717
34	1020	202	694	739
35	1050	200	694	777
36	1080	200	694	802
37	1110	199	694	829
38	1140	196	694	847
39	1170	184	694	881
40	1200	141	694	926
41	1230	85	696	962
42	1260	59	789	894
43	1290	61	975	704
44	1320	76	1083	584
45	1350	88	1138	535
46	1380	98	1159	517
47	1410	106	1164	532
48	1440	106	1166	539
