	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1175
2	60	22	12	1187
3	90	112	47	1079
4	120	247	81	949
5	150	345	103	853
6	180	420	129	782
7	210	478	152	731
8	240	524	175	688
9	270	547	196	664
10	300	561	214	652
11	330	574	233	642
12	360	590	258	624
13	390	598	280	619
14	420	608	304	606
15	450	611	315	608
16	480	618	327	609
17	510	624	344	602
18	540	628	364	586
19	570	624	377	596
20	600	551	401	585
21	630	425	412	577
22	660	318	434	572
23	690	238	444	578
24	720	180	463	581
25	750	135	477	580
26	780	113	496	579
27	810	105	513	576
28	840	91	530	576
29	870	81	543	584
30	900	77	556	583
31	930	71	569	599
32	960	69	591	597
33	990	66	605	603
34	1020	67	622	598
35	1050	63	644	596
36	1080	62	655	605
37	1110	57	669	614
38	1140	53	688	617
39	1170	52	696	630
40	1200	54	707	639
41	1230	54	722	647
42	1260	52	737	647
43	1290	53	759	646
44	1320	49	771	652
45	1350	50	790	650
46	1380	47	809	649
47	1410	43	831	649
48	1440	41	847	662
