	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1166	4
2	60	13	1161	30
3	90	46	1055	131
4	120	71	935	252
5	150	94	821	363
6	180	118	757	443
7	210	135	705	495
8	240	160	683	531
9	270	178	657	559
10	300	197	636	580
11	330	212	617	598
12	360	227	600	609
13	390	248	590	616
14	420	265	582	626
15	450	278	589	628
16	480	295	589	632
17	510	314	582	637
18	540	327	581	639
19	570	345	576	635
20	600	369	568	548
21	630	384	562	430
22	660	398	571	319
23	690	409	577	237
24	720	422	587	182
25	750	447	578	150
26	780	461	576	121
27	810	470	587	104
28	840	488	592	88
29	870	509	583	79
30	900	528	575	75
31	930	543	578	69
32	960	562	575	65
33	990	574	588	61
34	1020	600	582	63
35	1050	612	585	62
36	1080	627	582	58
37	1110	637	588	55
38	1140	651	593	51
39	1170	668	582	50
40	1200	690	577	47
41	1230	706	585	44
42	1260	724	582	43
43	1290	744	578	45
44	1320	765	576	42
45	1350	785	581	42
46	1380	801	579	42
47	1410	816	582	39
48	1440	834	577	38
