	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1183
2	60	18	26	1180
3	90	50	154	1058
4	120	77	285	946
5	150	108	413	812
6	180	111	462	785
7	210	111	481	793
8	240	111	484	818
9	270	111	486	839
10	300	111	488	863
11	330	111	488	907
12	360	133	491	911
13	390	230	519	812
14	420	328	571	693
15	450	371	610	632
16	480	383	630	628
17	510	386	634	649
18	540	388	634	668
19	570	388	616	683
20	600	388	519	707
21	630	388	379	737
22	660	394	247	757
23	690	464	190	703
24	720	574	189	594
25	750	647	204	515
26	780	662	219	508
27	810	665	221	532
28	840	665	221	552
29	870	665	219	571
30	900	665	202	590
31	930	665	148	593
32	960	665	107	607
33	990	691	85	597
34	1020	799	82	499
35	1050	855	103	435
36	1080	880	108	421
37	1110	886	112	422
38	1140	886	112	438
39	1170	886	112	450
40	1200	886	109	461
41	1230	886	89	484
42	1260	886	67	495
43	1290	894	49	499
44	1320	945	47	456
45	1350	1012	51	404
46	1380	1056	55	370
47	1410	1070	58	369
48	1440	1071	58	386
