	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	5	1159	0
2	60	38	1147	13
3	90	143	1031	45
4	120	276	898	76
5	150	389	784	102
6	180	457	719	120
7	210	488	712	122
8	240	498	734	122
9	270	500	743	122
10	300	501	771	122
11	330	503	788	122
12	360	505	823	126
13	390	519	771	189
14	420	567	661	285
15	450	608	595	334
16	480	625	561	369
17	510	643	547	385
18	540	645	563	387
19	570	630	572	387
20	600	542	583	387
21	630	407	595	387
22	660	296	607	387
23	690	216	611	401
24	720	190	520	494
25	750	186	462	565
26	780	191	431	602
27	810	201	414	632
28	840	207	417	638
29	870	206	425	638
30	900	198	443	638
31	930	154	447	638
32	960	113	457	638
33	990	93	482	638
34	1020	77	467	667
35	1050	73	427	717
36	1080	76	385	760
37	1110	79	364	789
38	1140	79	363	806
39	1170	79	373	807
40	1200	78	385	808
41	1230	65	403	808
42	1260	58	415	808
43	1290	51	429	808
44	1320	42	438	811
45	1350	34	405	863
46	1380	39	358	914
47	1410	42	330	951
48	1440	41	330	964
