	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	1	1
2	60	1161	29	16
3	90	1044	147	55
4	120	913	268	90
5	150	807	376	117
6	180	739	461	140
7	210	715	503	143
8	240	735	507	144
9	270	754	509	144
10	300	775	509	144
11	330	798	511	144
12	360	827	511	144
13	390	854	512	144
14	420	884	516	144
15	450	907	518	144
16	480	929	522	144
17	510	952	524	144
18	540	977	525	144
19	570	1006	508	144
20	600	1053	408	144
21	630	1082	287	144
22	660	1084	185	162
23	690	977	117	294
24	720	774	128	462
25	750	645	183	557
26	780	576	215	614
27	810	567	234	633
28	840	582	241	639
29	870	600	240	639
30	900	620	240	639
31	930	643	239	639
32	960	673	236	639
33	990	701	232	639
34	1020	717	232	639
35	1050	734	231	639
36	1080	757	231	639
37	1110	774	228	639
38	1140	805	228	639
39	1170	824	225	639
40	1200	851	210	639
41	1230	871	147	639
42	1260	906	87	641
43	1290	846	55	714
44	1320	692	55	871
45	1350	560	79	990
46	1380	474	105	1068
47	1410	445	112	1104
48	1440	448	118	1112
