	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1169	1
2	60	24	1169	15
3	90	130	1067	55
4	120	264	929	86
5	150	357	839	117
6	180	437	756	139
7	210	495	691	170
8	240	536	644	198
9	270	562	623	219
10	300	586	611	232
11	330	598	601	252
12	360	610	605	265
13	390	621	589	286
14	420	633	596	297
15	450	644	584	315
16	480	650	577	334
17	510	657	581	346
18	540	667	578	359
19	570	659	590	369
20	600	560	594	386
21	630	437	599	399
22	660	332	605	412
23	690	251	607	428
24	720	193	605	447
25	750	150	604	465
26	780	128	609	484
27	810	107	603	504
28	840	96	605	518
29	870	85	606	533
30	900	77	605	554
31	930	64	618	570
32	960	56	616	588
33	990	50	606	606
34	1020	44	613	615
35	1050	35	618	627
36	1080	40	615	644
37	1110	43	613	659
38	1140	49	614	678
39	1170	52	615	693
40	1200	55	610	707
41	1230	57	620	725
42	1260	54	630	740
43	1290	51	639	756
44	1320	51	644	773
45	1350	49	643	795
46	1380	50	660	805
47	1410	50	665	825
48	1440	53	651	850
