	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1189	1	0
2	60	1187	11	32
3	90	1076	51	138
4	120	935	87	274
5	150	846	111	372
6	180	765	137	452
7	210	710	165	496
8	240	675	187	529
9	270	664	206	548
10	300	639	226	571
11	330	625	245	584
12	360	601	266	601
13	390	588	276	619
14	420	592	286	623
15	450	595	296	626
16	480	591	313	629
17	510	587	327	630
18	540	579	342	633
19	570	587	354	616
20	600	590	371	522
21	630	594	386	403
22	660	581	408	304
23	690	587	419	209
24	720	588	433	170
25	750	591	450	131
26	780	596	470	116
27	810	601	481	97
28	840	604	496	83
29	870	598	514	71
30	900	602	532	54
31	930	602	546	52
32	960	604	564	51
33	990	599	582	55
34	1020	605	597	54
35	1050	601	611	56
36	1080	585	630	57
37	1110	570	653	58
38	1140	570	671	57
39	1170	566	694	56
40	1200	569	708	53
41	1230	575	727	51
42	1260	590	739	55
43	1290	594	753	56
44	1320	596	771	51
45	1350	594	781	53
46	1380	602	798	54
47	1410	602	814	54
48	1440	601	832	52
