	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1185	3
2	60	15	1186	31
3	90	54	1074	155
4	120	93	939	283
5	150	114	844	386
6	180	118	822	434
7	210	119	837	444
8	240	119	862	446
9	270	119	889	446
10	300	119	919	448
11	330	119	938	449
12	360	119	964	449
13	390	174	932	458
14	420	316	787	496
15	450	414	646	559
16	480	444	597	595
17	510	453	600	605
18	540	455	631	608
19	570	455	649	593
20	600	455	675	489
21	630	455	695	360
22	660	455	707	248
23	690	455	725	189
24	720	500	699	178
25	750	603	606	191
26	780	683	517	217
27	810	727	475	231
28	840	735	473	236
29	870	738	480	237
30	900	739	497	235
31	930	739	510	203
32	960	739	526	147
33	990	739	537	98
34	1020	739	552	85
35	1050	763	532	84
36	1080	841	468	90
37	1110	908	398	101
38	1140	943	363	115
39	1170	951	365	116
40	1200	955	370	111
41	1230	955	377	108
42	1260	955	398	96
43	1290	955	411	76
44	1320	955	418	54
45	1350	955	435	47
46	1380	966	440	43
47	1410	1035	374	47
48	1440	1089	321	56
