	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1164	0
2	60	3	1179	16
3	90	38	1068	121
4	120	70	937	247
5	150	106	821	350
6	180	125	764	411
7	210	128	754	447
8	240	128	768	454
9	270	128	786	456
10	300	128	807	458
11	330	160	790	462
12	360	223	725	497
13	390	282	637	540
14	420	320	593	569
15	450	341	577	591
16	480	346	586	599
17	510	346	613	600
18	540	346	634	601
19	570	349	653	591
20	600	390	626	513
21	630	453	569	392
22	660	507	519	295
23	690	548	491	232
24	720	562	496	193
25	750	566	502	187
26	780	566	519	187
27	810	566	537	186
28	840	568	555	187
29	870	611	537	161
30	900	664	495	119
31	930	706	457	93
32	960	729	451	73
33	990	745	449	65
34	1020	748	459	64
35	1050	749	475	63
36	1080	749	489	62
37	1110	760	491	59
38	1140	802	463	51
39	1170	853	425	45
40	1200	880	405	39
41	1230	899	398	40
42	1260	916	400	39
43	1290	916	414	38
44	1320	916	422	40
45	1350	916	432	38
46	1380	920	445	38
47	1410	967	410	36
48	1440	1022	361	35
49	1470	1057	339	35
50	1500	1069	335	34
51	1530	1077	331	32
52	1560	1078	343	33
53	1590	1078	352	34
54	1620	1078	372	34
55	1650	1084	375	33
56	1680	1114	346	32
57	1710	1141	317	40
58	1740	1176	292	39
59	1770	1195	287	38
60	1800	1201	289	38
61	1830	1202	297	36
62	1860	1203	307	36
63	1890	1203	313	37
64	1920	1209	316	37
65	1950	1244	285	35
66	1980	1273	263	34
67	2010	1291	246	37
68	2040	1303	243	39
69	2070	1305	253	39
70	2100	1307	256	38
71	2130	1307	270	37
72	2160	1307	277	37
73	2190	1309	287	36
74	2220	1334	277	26
75	2250	1357	264	22
76	2280	1380	248	24
77	2310	1395	231	27
78	2340	1398	242	27
79	2370	1398	249	28
80	2400	1398	261	26
81	2430	1398	270	27
82	2460	1404	273	25
83	2490	1428	251	23
84	2520	1447	239	22
85	2550	1464	224	24
86	2580	1474	219	24
87	2610	1474	223	27
88	2640	1474	225	27
89	2670	1474	232	27
90	2700	1474	242	27
91	2730	1486	240	27
92	2760	1513	217	28
93	2790	1535	191	33
94	2820	1548	181	32
95	2850	1556	177	29
96	2880	1560	178	28
97	2910	1560	185	29
98	2940	1560	194	28
99	2970	1560	200	28
100	3000	1562	206	27
101	3030	1577	192	28
102	3060	1588	182	27
103	3090	1602	175	24
104	3120	1612	167	21
105	3150	1616	170	21
106	3180	1617	172	23
107	3210	1617	179	23
108	3240	1617	187	23
109	3270	1623	186	22
110	3300	1642	170	17
111	3330	1658	159	18
112	3360	1671	153	19
113	3390	1675	153	19
114	3420	1676	156	18
115	3450	1676	163	18
116	3480	1676	164	18
117	3510	1676	168	19
118	3540	1685	161	17
119	3570	1705	148	14
120	3600	1724	134	15
121	3630	1742	117	17
122	3660	1743	118	19
123	3690	1745	121	19
124	3720	1745	124	17
125	3750	1745	131	17
126	3780	1745	137	17
127	3810	1752	136	16
128	3840	1773	121	14
129	3870	1783	118	11
130	3900	1792	115	11
131	3930	1799	111	11
132	3960	1800	116	11
133	3990	1800	116	12
134	4020	1800	119	12
135	4050	1800	125	12
136	4080	1804	130	13
137	4110	1817	116	13
138	4140	1823	114	12
139	4170	1834	104	11
140	4200	1838	102	11
141	4230	1841	105	11
142	4260	1841	108	11
143	4290	1841	115	11
144	4320	1841	116	11
145	4350	1844	114	12
146	4380	1855	105	9
147	4410	1868	90	12
148	4440	1872	91	15
149	4470	1875	92	15
150	4500	1875	97	14
151	4530	1875	102	14
152	4560	1875	105	13
153	4590	1876	109	11
154	4620	1882	108	9
155	4650	1893	96	11
156	4680	1902	88	13
157	4710	1909	86	13
158	4740	1913	84	14
159	4770	1913	93	14
160	4800	1913	100	14
161	4830	1913	103	14
162	4860	1914	106	14
163	4890	1924	97	15
164	4920	1932	96	13
165	4950	1938	95	11
166	4980	1939	99	11
167	5010	1942	101	11
168	5040	1942	107	11
169	5070	1942	112	11
170	5100	1942	116	11
171	5130	1944	117	11
172	5160	1950	116	10
173	5190	1962	103	12
174	5220	1979	88	12
175	5250	1982	86	12
176	5280	1985	86	13
177	5310	1985	90	13
178	5340	1985	92	13
179	5370	1985	95	12
180	5400	1987	99	11
181	5430	1991	101	10
182	5460	2003	88	11
183	5490	2007	86	11
184	5520	2008	87	12
185	5550	2011	87	14
186	5580	2011	89	14
187	5610	2011	95	14
188	5640	2011	101	14
189	5670	2015	101	14
190	5700	2024	93	10
191	5730	2034	85	10
192	5760	2041	80	9
193	5790	2046	76	9
194	5820	2049	78	9
195	5850	2049	85	9
196	5880	2049	91	9
197	5910	2049	97	9
198	5940	2051	96	10
199	5970	2060	90	8
200	6000	2064	86	9
201	6030	2069	81	9
202	6060	2072	81	7
203	6090	2073	80	7
204	6120	2073	81	8
205	6150	2073	81	9
206	6180	2073	86	9
207	6210	2075	85	8
208	6240	2085	78	9
209	6270	2090	76	8
210	6300	2098	67	11
211	6330	2099	65	12
212	6360	2101	66	12
213	6390	2101	67	12
214	6420	2101	69	12
215	6450	2101	72	11
216	6480	2102	71	11
217	6510	2108	66	11
218	6540	2115	61	10
219	6570	2119	57	11
220	6600	2120	56	11
221	6630	2121	54	11
222	6660	2122	55	10
223	6690	2122	56	10
224	6720	2122	58	10
225	6750	2125	56	11
226	6780	2134	49	11
227	6810	2141	46	6
