	time	tnf
0	0	0.0
1	30	5867.571851105186
2	60	2570.200809470954
3	90	1125.3066377985842
4	120	492.2343470149153
5	150	215.10775434272784
6	180	93.90500709205175
7	210	40.960051828133814
8	240	17.854415806480702
9	270	7205.298208317273
10	300	4581.302558447837
11	330	2006.8784715271734
12	360	878.74147597152
13	390	384.53721580189136
14	420	168.14893112400802
15	450	73.47142594168965
16	480	32.080206558970836
17	510	14.000364785182985
18	540	7661.950810517668
19	570	3578.535913306908
20	600	1567.495373646979
21	630	686.3157720326292
22	660	300.34387491764596
23	690	131.34684933146082
24	720	57.40227805125574
25	750	25.072134789138257
26	780	10.94667557318853
27	810	6376.548005706333
28	840	2793.5158317810115
29	870	1223.472017867407
30	900	535.6488014404808
31	930	234.39553314572072
32	960	102.50896422193821
33	990	44.80619825623424
34	1020	19.57635347594117
35	1050	6916.042330142441
36	1080	4978.130723499092
37	1110	2180.6941828433783
38	1140	955.0029897125871
39	1170	418.09824312219484
40	1200	182.95245631902336
41	1230	80.01375530935
42	1260	34.97703804995913
43	1290	15.284223220709743
44	1320	7551.357492320591
45	1350	3886.230557895544
46	1380	1702.2107570019562
47	1410	745.4071620837241
48	1440	326.3022211420971
49	1470	142.77838493895354
50	1500	62.44575173695204
51	1530	27.30065031283233
52	1560	11.932253154761504
53	1590	6925.053303085707
54	1620	3033.7407035717056
55	1650	1328.688897639477
56	1680	581.7849525509772
57	1710	254.6582070053977
58	1740	111.42568628563774
59	1770	48.73525285806778
60	1800	21.30896238135342
61	1830	6456.303333393474
62	1860	5406.327643223889
63	1890	2368.1537984582064
64	1920	1037.118775311322
65	1950	454.0875106001612
66	1980	198.7542483701481
67	2010	86.96394676362922
68	2040	38.037566292230416
69	2070	16.633108713599476
70	2100	7404.439963930458
71	2130	4220.479398014084
72	2160	1848.5475798302095
73	2190	809.4974061911963
74	2220	354.40258653953595
75	2250	155.11540465096803
76	2280	67.86917131044807
77	2310	29.686850093700926
78	2340	12.982582027557932
79	2370	7520.718342192845
80	2400	3294.6059291554893
81	2430	1442.914632410304
82	2460	631.8221992490857
83	2490	276.59958425768065
84	2520	121.05680258044117
85	2550	52.967244873607704
86	2580	23.169932766295474
87	2610	10.133710626518116
88	2640	5871.377879959842
89	2670	2571.781007165522
90	2700	1126.277444443057
91	2730	493.14801081596556
92	2760	215.8790736467877
93	2790	94.47847565038134
94	2820	41.33776058840167
95	2850	18.08317453310998
96	2880	7203.825906334621
97	2910	4583.498967723838
98	2940	2007.4888604299395
99	2970	879.09460151486
100	3000	384.89868163239777
101	3030	168.48361727152246
102	3060	73.73267624526301
103	3090	32.2599178804796
104	3120	14.112132745051023
105	3150	7662.011201559802
106	3180	3577.9823896335556
107	3210	1566.9743062885116
108	3240	686.1480015438708
109	3270	300.3987619108883
110	3300	131.48723916099232
111	3330	57.540311891308676
112	3360	25.175198321121343
113	3390	11.013140563861382
114	3420	6376.449416166415
115	3450	2792.988749392603
116	3480	1223.1229336243648
117	3510	535.5646031978174
118	3540	234.46678019066917
119	3570	102.62858133963546
120	3600	44.91370623833115
121	3630	19.652595727089523
122	3660	6916.064746538354
123	3690	4977.8280716971385
124	3720	2180.1646507827527
125	3750	954.7017927477724
126	3780	418.01395522768075
127	3810	182.99667039373452
128	3840	80.09799438687962
129	3870	35.05354051942235
130	3900	15.338697020306402
131	3930	7551.4095990208625
132	3960	3885.816462106702
133	3990	1701.769827263362
134	4020	745.1831409997799
135	4050	326.2612419318239
136	4080	142.82422797463016
137	4110	62.51287600259175
138	4140	27.357511270524167
139	4170	11.971201052518426
140	4200	6920.684787345038
141	4230	3031.371798357544
142	4260	1327.490991554683
143	4290	581.2670677878141
144	4320	254.48761230737827
145	4350	111.40254739934693
146	4380	48.75942279216892
147	4410	21.338592952767577
148	4440	6460.397839109655
149	4470	5399.76878791017
