	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1161	1
2	60	25	1156	16
3	90	114	1065	47
4	120	234	932	94
5	150	335	817	133
6	180	414	739	160
7	210	431	730	166
8	240	442	743	167
9	270	446	762	167
10	300	454	784	168
11	330	465	759	206
12	360	495	678	277
13	390	521	608	341
14	420	544	577	366
15	450	564	552	384
16	480	577	552	386
17	510	579	565	388
18	540	581	583	389
19	570	567	599	393
20	600	497	589	426
21	630	384	541	494
22	660	294	513	529
23	690	222	485	561
24	720	199	480	572
25	750	189	487	575
26	780	190	501	575
27	810	187	518	575
28	840	175	532	578
29	870	151	518	606
30	900	127	480	651
31	930	108	460	688
32	960	88	439	719
33	990	82	442	731
34	1020	80	452	734
35	1050	79	469	734
36	1080	76	488	734
37	1110	74	495	737
38	1140	67	481	765
39	1170	63	450	813
40	1200	53	423	850
41	1230	48	401	880
42	1260	53	396	892
43	1290	51	408	896
44	1320	51	421	897
45	1350	51	440	897
46	1380	50	448	900
47	1410	44	428	932
48	1440	47	404	971
49	1470	50	377	1005
50	1500	52	355	1032
51	1530	51	353	1046
52	1560	51	353	1049
53	1590	51	372	1049
54	1620	51	384	1049
55	1650	48	401	1050
56	1680	45	383	1081
57	1710	45	341	1127
58	1740	46	326	1149
59	1770	44	307	1172
60	1800	43	305	1183
61	1830	43	317	1184
62	1860	42	334	1184
63	1890	42	342	1184
64	1920	42	359	1186
65	1950	40	346	1207
66	1980	36	313	1253
67	2010	34	297	1279
68	2040	35	290	1295
69	2070	35	290	1301
70	2100	36	298	1302
71	2130	37	310	1303
72	2160	37	316	1303
73	2190	36	332	1304
74	2220	33	309	1340
75	2250	35	289	1370
76	2280	33	274	1393
77	2310	30	257	1415
78	2340	32	258	1420
79	2370	32	263	1422
80	2400	33	272	1422
81	2430	32	286	1422
82	2460	29	289	1425
83	2490	27	264	1457
84	2520	24	242	1490
85	2550	21	227	1511
86	2580	23	218	1526
87	2610	22	220	1530
88	2640	22	227	1531
89	2670	22	238	1531
90	2700	22	247	1531
91	2730	23	252	1531
92	2760	20	248	1542
93	2790	20	228	1574
94	2820	19	219	1588
95	2850	21	212	1601
96	2880	22	211	1606
97	2910	22	220	1607
98	2940	22	224	1607
99	2970	22	239	1607
100	3000	20	242	1609
101	3030	19	218	1640
102	3060	20	191	1674
103	3090	22	177	1692
104	3120	23	169	1705
105	3150	24	173	1708
106	3180	24	179	1710
107	3210	24	186	1710
108	3240	23	188	1710
109	3270	22	193	1711
110	3300	19	184	1727
111	3330	20	172	1740
112	3360	24	152	1760
113	3390	21	147	1769
114	3420	20	151	1769
115	3450	21	162	1769
116	3480	21	166	1769
117	3510	21	173	1769
118	3540	21	174	1771
119	3570	20	167	1783
120	3600	20	156	1795
121	3630	19	147	1807
122	3660	17	142	1816
123	3690	20	139	1819
124	3720	21	144	1819
125	3750	20	151	1819
126	3780	21	154	1819
