	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1174	1
2	60	32	1164	15
3	90	137	1050	47
4	120	270	910	86
5	150	377	799	119
6	180	435	746	138
7	210	467	732	145
8	240	473	739	146
9	270	477	757	146
10	300	478	774	149
11	330	492	739	196
12	360	517	679	258
13	390	549	602	317
14	420	573	569	349
15	450	582	562	361
16	480	588	569	364
17	510	593	583	364
18	540	593	601	364
19	570	576	609	373
20	600	500	565	425
21	630	369	505	487
22	660	273	469	531
23	690	201	459	557
24	720	170	455	568
25	750	162	470	571
26	780	159	482	571
27	810	160	491	571
28	840	150	485	585
29	870	126	454	628
30	900	107	418	672
31	930	84	393	705
32	960	74	387	723
33	990	73	393	726
34	1020	71	409	727
35	1050	68	424	727
36	1080	68	438	727
37	1110	64	422	757
38	1140	57	394	796
39	1170	48	368	831
40	1200	50	352	851
41	1230	49	359	855
42	1260	48	367	857
43	1290	48	374	857
44	1320	49	382	857
45	1350	48	389	864
46	1380	48	368	898
47	1410	44	343	926
48	1440	46	334	944
49	1470	43	332	960
50	1500	42	321	975
51	1530	44	330	979
52	1560	42	346	979
53	1590	43	359	979
54	1620	41	359	992
55	1650	35	327	1031
56	1680	34	292	1068
57	1710	32	280	1083
58	1740	33	286	1094
59	1770	34	292	1096
60	1800	32	302	1096
61	1830	34	310	1096
62	1860	33	325	1096
63	1890	33	318	1111
64	1920	35	301	1133
65	1950	28	285	1160
66	1980	32	270	1180
67	2010	32	264	1192
68	2040	30	273	1193
69	2070	30	281	1193
70	2100	29	289	1193
71	2130	30	297	1194
72	2160	30	290	1210
73	2190	29	268	1238
74	2220	30	245	1263
75	2250	31	232	1279
76	2280	32	228	1285
77	2310	32	234	1287
78	2340	30	245	1288
79	2370	30	260	1289
80	2400	29	264	1290
81	2430	26	243	1318
82	2460	27	218	1344
83	2490	30	205	1356
84	2520	28	200	1366
85	2550	27	194	1375
86	2580	28	199	1378
87	2610	29	205	1378
88	2640	29	213	1378
89	2670	29	216	1380
90	2700	29	202	1405
91	2730	27	186	1424
92	2760	27	175	1441
93	2790	25	167	1454
94	2820	25	168	1455
95	2850	25	172	1455
96	2880	24	179	1455
97	2910	24	184	1455
98	2940	23	181	1465
99	2970	22	168	1482
100	3000	24	146	1505
101	3030	21	149	1513
102	3060	22	152	1518
103	3090	22	154	1519
104	3120	22	153	1520
105	3150	21	159	1520
106	3180	22	164	1521
107	3210	21	151	1535
108	3240	18	133	1556
109	3270	17	129	1564
110	3300	16	130	1569
111	3330	16	126	1575
112	3360	16	133	1575
113	3390	16	137	1575
114	3420	16	145	1576
115	3450	17	150	1576
116	3480	15	144	1590
117	3510	13	135	1604
118	3540	11	131	1612
119	3570	10	134	1616
120	3600	10	134	1617
121	3630	10	139	1617
122	3660	10	144	1617
123	3690	9	148	1617
124	3720	9	146	1623
125	3750	9	124	1646
126	3780	8	113	1664
127	3810	7	109	1674
128	3840	7	110	1676
129	3870	7	113	1679
130	3900	7	116	1679
131	3930	7	120	1679
132	3960	7	127	1679
133	3990	5	124	1687
134	4020	5	115	1699
135	4050	3	107	1707
136	4080	6	100	1715
137	4110	5	100	1722
138	4140	4	104	1723
139	4170	5	106	1723
140	4200	5	109	1723
141	4230	5	110	1725
142	4260	8	102	1736
143	4290	8	99	1744
144	4320	8	92	1750
145	4350	8	87	1756
146	4380	8	87	1758
147	4410	9	90	1758
148	4440	9	94	1758
149	4470	9	97	1758
150	4500	9	99	1760
151	4530	9	93	1768
152	4560	10	89	1775
153	4590	8	86	1779
154	4620	7	86	1781
155	4650	8	85	1782
156	4680	7	88	1782
157	4710	7	88	1782
158	4740	7	90	1782
159	4770	5	85	1788
160	4800	4	78	1800
161	4830	3	71	1809
162	4860	4	65	1814
163	4890	5	60	1819
164	4920	6	62	1819
165	4950	5	62	1819
166	4980	6	63	1819
167	5010	6	64	1819
168	5040	6	61	1825
169	5070	5	57	1832
170	5100	5	57	1835
171	5130	6	57	1838
172	5160	6	61	1839
173	5190	6	60	1840
174	5220	6	62	1840
175	5250	6	65	1840
176	5280	6	67	1840
177	5310	6	67	1845
178	5340	7	61	1853
179	5370	6	60	1855
180	5400	6	56	1860
181	5430	5	57	1860
182	5460	5	61	1860
183	5490	4	63	1860
184	5520	4	65	1860
185	5550	4	66	1862
186	5580	5	64	1866
187	5610	5	64	1867
188	5640	5	61	1872
189	5670	7	58	1875
190	5700	7	56	1876
191	5730	7	58	1876
192	5760	7	64	1876
193	5790	7	66	1876
194	5820	7	63	1882
195	5850	7	58	1889
196	5880	6	55	1895
197	5910	5	54	1898
198	5940	5	52	1900
199	5970	5	53	1901
200	6000	5	55	1901
201	6030	5	58	1901
202	6060	5	59	1901
203	6090	7	56	1905
204	6120	7	49	1913
205	6150	7	45	1917
206	6180	7	41	1920
207	6210	5	43	1922
208	6240	5	44	1923
209	6270	5	48	1923
210	6300	5	49	1923
211	6330	5	49	1923
212	6360	5	46	1927
213	6390	6	45	1929
214	6420	6	44	1931
215	6450	7	40	1936
216	6480	7	40	1936
217	6510	7	44	1936
218	6540	7	47	1936
219	6570	7	49	1936
220	6600	5	49	1938
221	6630	4	47	1943
222	6660	3	47	1947
223	6690	3	43	1951
224	6720	2	41	1954
225	6750	3	41	1954
226	6780	3	43	1954
227	6810	3	45	1954
228	6840	3	47	1954
229	6870	3	45	1958
230	6900	2	39	1964
231	6930	2	33	1970
232	6960	1	33	1972
233	6990	1	30	1975
234	7020	1	29	1976
235	7050	1	32	1976
236	7080	1	33	1976
237	7110	1	34	1976
238	7140	1	32	1979
239	7170	1	28	1983
240	7200	2	30	1984
241	7230	2	29	1986
242	7260	1	30	1986
243	7290	1	31	1986
244	7320	1	32	1986
245	7350	1	32	1986
246	7380	1	34	1986
247	7410	1	32	1989
248	7440	1	31	1991
249	7470	1	26	1997
250	7500	1	29	1998
251	7530	1	31	1998
252	7560	2	32	1998
253	7590	2	32	1998
254	7620	2	33	1998
255	7650	2	34	1999
256	7680	2	30	2003
257	7710	2	26	2007
258	7740	1	24	2009
259	7770	1	23	2010
260	7800	1	25	2010
261	7830	1	25	2010
262	7860	1	25	2010
263	7890	1	26	2010
264	7920	1	28	2010
265	7950	4	26	2011
266	7980	4	25	2013
