	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1168	2
2	60	12	1155	34
3	90	47	1043	142
4	120	82	909	259
5	150	107	818	351
6	180	131	737	435
7	210	137	730	466
8	240	138	743	473
9	270	138	768	473
10	300	146	790	474
11	330	213	731	492
12	360	280	651	524
13	390	321	608	555
14	420	357	573	574
15	450	370	560	590
16	480	371	561	600
17	510	372	572	603
18	540	372	603	602
19	570	385	598	589
20	600	448	543	507
21	630	497	494	392
22	660	545	452	309
23	690	568	432	234
24	720	573	433	192
25	750	573	447	180
26	780	573	459	180
27	810	573	463	181
28	840	610	435	172
29	870	646	403	145
30	900	681	375	120
31	930	699	370	103
32	960	714	365	87
33	990	717	364	80
34	1020	718	373	75
35	1050	718	388	76
36	1080	727	396	73
37	1110	759	371	65
38	1140	808	334	54
39	1170	842	311	46
40	1200	858	305	40
41	1230	867	298	42
42	1260	868	305	40
43	1290	868	318	39
44	1320	868	325	38
45	1350	878	331	35
46	1380	922	297	35
47	1410	961	269	31
48	1440	1000	236	33
49	1470	1008	235	29
50	1500	1010	238	26
51	1530	1010	241	27
52	1560	1010	251	27
53	1590	1012	256	26
54	1620	1030	246	26
55	1650	1058	223	26
56	1680	1073	214	25
57	1710	1088	208	24
58	1740	1095	205	21
59	1770	1096	208	22
60	1800	1096	217	22
61	1830	1096	224	21
62	1860	1098	230	22
63	1890	1123	207	25
64	1920	1146	179	28
65	1950	1157	174	27
66	1980	1168	161	30
67	2010	1170	164	30
68	2040	1171	170	30
69	2070	1171	183	30
70	2100	1171	185	30
71	2130	1184	181	28
72	2160	1202	172	29
73	2190	1220	155	29
74	2220	1237	140	31
75	2250	1244	134	30
76	2280	1246	139	30
77	2310	1246	142	30
78	2340	1246	148	30
79	2370	1247	152	29
80	2400	1255	148	30
81	2430	1273	132	24
82	2460	1284	119	21
83	2490	1295	108	19
84	2520	1296	111	18
85	2550	1296	114	18
86	2580	1296	120	18
87	2610	1296	121	18
88	2640	1298	122	18
89	2670	1307	112	20
90	2700	1320	104	16
91	2730	1326	99	15
92	2760	1329	99	15
93	2790	1331	101	14
94	2820	1331	103	14
95	2850	1332	103	15
96	2880	1332	104	15
97	2910	1336	101	13
98	2940	1346	89	17
99	2970	1355	79	15
100	3000	1362	75	13
101	3030	1362	77	13
102	3060	1362	83	12
103	3090	1362	86	13
104	3120	1362	88	13
105	3150	1363	91	13
106	3180	1371	89	11
107	3210	1379	82	11
108	3240	1384	77	12
109	3270	1387	80	12
110	3300	1387	81	12
111	3330	1387	84	12
112	3360	1387	87	11
113	3390	1387	89	11
114	3420	1390	85	13
115	3450	1398	76	12
116	3480	1407	68	9
117	3510	1411	64	9
118	3540	1414	62	11
119	3570	1417	61	11
120	3600	1417	62	10
121	3630	1417	67	10
122	3660	1417	72	10
123	3690	1419	72	10
124	3720	1431	62	8
125	3750	1434	58	9
126	3780	1439	52	13
127	3810	1442	53	13
128	3840	1442	54	13
129	3870	1442	58	13
130	3900	1442	59	13
131	3930	1443	60	12
