	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1173	1
2	60	10	1177	29
3	90	46	1085	121
4	120	73	956	253
5	150	107	831	372
6	180	123	783	431
7	210	125	766	468
8	240	125	775	472
9	270	125	810	473
10	300	141	812	475
11	330	199	763	500
12	360	265	668	548
13	390	296	627	577
14	420	328	594	600
15	450	335	598	613
16	480	337	616	615
17	510	337	636	615
18	540	343	653	615
19	570	393	622	605
20	600	447	578	535
21	630	495	542	413
22	660	518	524	295
23	690	527	524	235
24	720	529	540	196
25	750	529	552	189
26	780	529	570	188
27	810	559	551	189
28	840	599	515	177
29	870	646	480	135
30	900	679	444	118
31	930	695	440	94
32	960	700	447	81
33	990	700	465	78
34	1020	700	474	79
35	1050	708	482	79
36	1080	753	444	80
37	1110	787	421	76
38	1140	819	395	66
39	1170	841	383	57
40	1200	844	388	57
41	1230	845	397	56
42	1260	845	416	57
43	1290	848	424	56
44	1320	874	412	58
45	1350	921	373	56
46	1380	956	342	58
47	1410	976	323	51
48	1440	983	321	50
49	1470	985	323	53
50	1500	985	334	52
51	1530	986	347	52
52	1560	996	345	50
53	1590	1030	321	49
54	1620	1069	293	48
55	1650	1088	281	45
56	1680	1093	285	43
57	1710	1095	297	41
58	1740	1095	306	40
59	1770	1095	313	41
60	1800	1098	326	41
61	1830	1128	307	41
62	1860	1160	283	38
63	1890	1182	270	32
64	1920	1194	266	27
65	1950	1201	266	29
66	1980	1203	272	24
67	2010	1203	289	23
68	2040	1203	301	23
69	2070	1223	292	25
70	2100	1251	273	24
71	2130	1276	244	28
72	2160	1296	233	30
73	2190	1299	241	29
74	2220	1300	248	27
75	2250	1301	254	27
76	2280	1301	263	26
77	2310	1306	268	27
78	2340	1335	245	27
79	2370	1350	235	26
80	2400	1362	231	27
81	2430	1375	220	26
82	2460	1376	230	24
83	2490	1376	236	24
84	2520	1376	247	26
85	2550	1379	255	26
86	2580	1408	232	25
87	2610	1428	218	25
88	2640	1446	206	25
89	2670	1460	198	22
90	2700	1467	194	21
91	2730	1469	197	21
92	2760	1469	199	20
93	2790	1469	204	20
94	2820	1474	202	21
95	2850	1495	184	22
96	2880	1515	164	22
97	2910	1528	159	21
98	2940	1532	160	20
99	2970	1532	164	19
100	3000	1532	173	20
101	3030	1532	184	19
102	3060	1538	184	19
103	3090	1561	169	18
104	3120	1579	156	21
105	3150	1587	156	18
106	3180	1592	154	17
107	3210	1594	154	17
108	3240	1594	155	17
109	3270	1594	170	17
110	3300	1595	179	17
111	3330	1608	170	18
112	3360	1619	165	16
113	3390	1632	154	13
114	3420	1641	145	11
115	3450	1644	147	11
116	3480	1644	156	11
117	3510	1644	159	11
118	3540	1644	163	11
119	3570	1655	157	11
120	3600	1670	146	11
121	3630	1687	133	12
122	3660	1696	124	13
123	3690	1703	120	12
124	3720	1705	120	11
125	3750	1705	122	11
126	3780	1705	126	11
127	3810	1709	124	11
128	3840	1720	120	10
129	3870	1731	114	9
130	3900	1740	108	11
131	3930	1748	104	11
132	3960	1750	105	12
133	3990	1750	110	12
134	4020	1751	113	11
135	4050	1751	116	11
136	4080	1758	115	12
137	4110	1775	99	12
138	4140	1782	93	12
139	4170	1789	87	11
140	4200	1790	87	9
141	4230	1790	89	10
142	4260	1790	94	10
143	4290	1790	97	10
144	4320	1796	93	11
145	4350	1807	86	12
146	4380	1819	78	12
147	4410	1821	79	11
148	4440	1822	82	9
149	4470	1824	85	8
150	4500	1824	87	8
151	4530	1824	93	8
152	4560	1825	94	9
153	4590	1833	89	9
154	4620	1840	83	8
155	4650	1846	79	7
156	4680	1847	78	8
157	4710	1851	76	11
158	4740	1851	81	10
159	4770	1851	83	10
160	4800	1851	86	10
161	4830	1857	82	10
162	4860	1863	75	11
163	4890	1868	69	11
164	4920	1870	69	11
165	4950	1874	67	11
166	4980	1874	71	11
167	5010	1874	74	11
168	5040	1874	75	11
169	5070	1876	77	12
170	5100	1881	74	11
171	5130	1888	74	11
172	5160	1896	66	13
173	5190	1897	68	11
174	5220	1897	70	8
175	5250	1898	71	8
176	5280	1898	74	8
177	5310	1900	76	8
178	5340	1912	66	7
179	5370	1915	60	11
180	5400	1916	62	10
181	5430	1919	65	10
182	5460	1921	68	10
183	5490	1921	67	11
184	5520	1921	67	11
185	5550	1921	68	11
186	5580	1926	64	11
187	5610	1934	59	10
188	5640	1942	53	11
189	5670	1946	50	10
190	5700	1947	51	8
191	5730	1948	50	8
192	5760	1948	55	8
193	5790	1948	59	8
194	5820	1951	58	8
195	5850	1955	54	8
196	5880	1961	51	4
197	5910	1965	45	5
198	5940	1966	45	5
199	5970	1967	46	5
200	6000	1967	46	4
201	6030	1967	46	4
202	6060	1967	49	4
203	6090	1970	48	4
204	6120	1976	42	5
205	6150	1977	42	7
206	6180	1978	44	5
207	6210	1978	44	5
208	6240	1978	45	5
209	6270	1978	46	5
210	6300	1978	48	5
211	6330	1979	46	6
212	6360	1988	39	7
213	6390	1990	39	8
214	6420	1994	35	7
215	6450	1996	32	8
216	6480	1996	34	8
217	6510	1996	34	8
218	6540	1996	35	8
219	6570	1997	34	8
220	6600	2003	29	8
221	6630	2009	23	7
222	6660	2012	20	5
