	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1159	0
2	60	31	1161	4
3	90	133	1068	32
4	120	274	927	63
5	150	347	851	97
6	180	399	806	120
7	210	433	794	126
8	240	442	820	126
9	270	448	839	126
10	300	450	861	132
11	330	474	798	192
12	360	515	719	269
13	390	555	639	327
14	420	575	608	354
15	450	595	605	361
16	480	599	625	361
17	510	604	655	361
18	540	603	679	361
19	570	595	664	389
20	600	509	603	461
21	630	379	554	524
22	660	309	521	559
23	690	260	511	585
24	720	232	519	590
25	750	218	534	591
26	780	213	547	591
27	810	212	562	596
28	840	204	539	632
29	870	167	501	683
30	900	131	474	723
31	930	114	457	753
32	960	94	466	761
33	990	87	481	762
34	1020	82	505	762
35	1050	83	521	762
36	1080	81	532	773
37	1110	74	505	816
38	1140	69	481	855
39	1170	60	457	891
40	1200	49	447	916
41	1230	47	451	920
42	1260	48	458	920
43	1290	46	474	920
44	1320	47	488	920
45	1350	46	462	957
46	1380	46	427	997
47	1410	40	401	1027
48	1440	42	387	1047
49	1470	43	387	1055
50	1500	44	403	1059
51	1530	44	422	1059
52	1560	44	435	1060
53	1590	45	447	1065
54	1620	42	424	1104
55	1650	44	393	1144
56	1680	46	374	1172
57	1710	46	359	1193
58	1740	43	362	1204
59	1770	42	369	1204
60	1800	42	381	1204
61	1830	42	400	1204
62	1860	38	410	1221
63	1890	35	375	1260
64	1920	39	339	1301
65	1950	38	307	1339
66	1980	36	310	1344
67	2010	39	320	1346
68	2040	39	328	1346
69	2070	40	342	1346
70	2100	39	348	1348
71	2130	38	341	1362
72	2160	34	316	1401
73	2190	34	296	1425
74	2220	35	282	1442
75	2250	35	283	1451
76	2280	34	287	1454
77	2310	34	301	1454
78	2340	34	313	1454
79	2370	34	323	1461
80	2400	31	307	1487
81	2430	28	281	1520
82	2460	24	280	1531
83	2490	27	274	1543
84	2520	25	277	1547
85	2550	25	286	1548
86	2580	27	291	1548
87	2610	27	303	1549
88	2640	28	293	1567
89	2670	29	270	1596
90	2700	28	253	1621
91	2730	25	244	1632
92	2760	24	243	1643
93	2790	24	254	1643
94	2820	25	261	1643
95	2850	25	274	1643
96	2880	26	279	1647
97	2910	26	269	1669
98	2940	24	253	1693
99	2970	25	232	1722
100	3000	24	225	1737
101	3030	21	228	1740
102	3060	19	232	1741
103	3090	17	241	1741
104	3120	17	244	1741
105	3150	15	243	1752
106	3180	16	224	1772
107	3210	15	215	1789
108	3240	12	206	1804
109	3270	15	199	1814
110	3300	15	203	1815
111	3330	14	210	1817
112	3360	14	215	1817
113	3390	13	219	1817
114	3420	16	201	1835
115	3450	18	191	1852
116	3480	17	180	1869
117	3510	19	176	1877
118	3540	20	177	1880
119	3570	20	186	1880
120	3600	20	189	1881
121	3630	20	192	1881
122	3660	22	186	1891
123	3690	22	174	1909
124	3720	24	160	1925
125	3750	26	154	1935
126	3780	25	152	1941
127	3810	25	152	1943
128	3840	25	160	1943
129	3870	25	164	1943
130	3900	25	170	1943
131	3930	24	162	1956
132	3960	25	141	1976
133	3990	22	134	1988
134	4020	22	125	1997
135	4050	21	129	1999
136	4080	22	133	2000
137	4110	21	137	2001
138	4140	21	144	2001
139	4170	22	142	2006
140	4200	22	130	2022
141	4230	19	114	2038
142	4260	17	113	2046
143	4290	19	108	2050
144	4320	20	110	2051
145	4350	21	115	2052
146	4380	21	124	2052
147	4410	21	129	2052
148	4440	21	127	2059
149	4470	18	117	2075
150	4500	21	111	2081
151	4530	19	106	2089
152	4560	19	110	2090
153	4590	20	113	2090
154	4620	19	117	2090
155	4650	19	128	2090
156	4680	17	126	2093
157	4710	16	124	2101
158	4740	16	123	2111
159	4770	20	114	2118
160	4800	17	116	2121
161	4830	18	114	2124
162	4860	19	114	2124
163	4890	19	120	2124
164	4920	19	124	2124
165	4950	19	127	2124
166	4980	18	111	2142
167	5010	17	101	2152
168	5040	18	98	2157
169	5070	20	97	2160
170	5100	20	99	2163
171	5130	20	101	2163
172	5160	20	105	2163
173	5190	19	112	2163
174	5220	19	115	2166
175	5250	19	110	2173
176	5280	16	101	2184
177	5310	15	99	2192
178	5340	13	100	2194
179	5370	11	103	2194
180	5400	11	106	2194
181	5430	11	111	2194
182	5460	12	112	2197
183	5490	12	103	2208
184	5520	10	97	2213
185	5550	10	90	2221
186	5580	11	87	2225
187	5610	8	91	2228
188	5640	8	93	2229
189	5670	8	96	2229
190	5700	8	99	2229
191	5730	8	98	2234
192	5760	10	86	2247
193	5790	11	77	2255
194	5820	9	72	2260
195	5850	9	67	2268
196	5880	10	67	2268
197	5910	10	68	2268
198	5940	10	71	2268
199	5970	9	72	2268
200	6000	9	67	2275
201	6030	9	63	2281
202	6060	9	58	2284
203	6090	8	58	2286
204	6120	8	59	2288
205	6150	8	61	2288
206	6180	8	63	2288
207	6210	8	65	2288
208	6240	8	63	2291
209	6270	7	63	2293
210	6300	6	66	2293
211	6330	5	64	2296
212	6360	5	63	2299
213	6390	4	68	2300
214	6420	4	69	2300
215	6450	4	71	2300
216	6480	4	72	2300
217	6510	5	68	2304
218	6540	4	62	2312
219	6570	3	59	2315
220	6600	3	54	2323
221	6630	3	53	2325
222	6660	3	56	2325
223	6690	5	56	2325
224	6720	6	58	2325
225	6750	6	58	2326
226	6780	5	56	2330
227	6810	6	50	2336
228	6840	6	48	2339
229	6870	6	47	2341
230	6900	7	45	2342
231	6930	7	46	2342
232	6960	7	48	2342
233	6990	7	49	2343
234	7020	6	48	2346
235	7050	6	46	2351
236	7080	6	45	2355
237	7110	7	40	2362
238	7140	7	39	2364
239	7170	7	40	2364
240	7200	6	43	2364
241	7230	4	43	2364
242	7260	4	43	2364
243	7290	4	38	2369
244	7320	3	31	2377
245	7350	3	28	2383
246	7380	3	26	2385
247	7410	2	26	2385
248	7440	2	26	2385
249	7470	2	26	2385
250	7500	2	26	2385
251	7530	2	27	2387
252	7560	2	27	2388
253	7590	2	28	2390
254	7620	0	28	2391
