	time	necrotic	apoptotic	alive
156	4680	1861	11	57
157	4710	1867	9	50
158	4740	1873	8	46
159	4770	1873	8	47
160	4800	1873	8	48
161	4830	1873	9	48
162	4860	1873	9	50
163	4890	1873	9	50
164	4920	1875	7	48
165	4950	1877	8	45
166	4980	1881	8	43
167	5010	1881	7	45
168	5040	1882	8	44
169	5070	1882	8	46
170	5100	1882	8	50
171	5130	1882	8	51
172	5160	1884	8	51
173	5190	1892	7	44
174	5220	1896	6	42
175	5250	1896	6	44
176	5280	1898	5	43
177	5310	1899	5	42
178	5340	1899	4	42
179	5370	1899	5	43
180	5400	1899	5	49
181	5430	1904	4	49
182	5460	1907	2	46
183	5490	1913	2	40
184	5520	1916	2	38
185	5550	1917	2	37
186	5580	1917	1	37
187	5610	1917	1	37
188	5640	1917	1	39
189	5670	1917	1	40
190	5700	1919	1	38
191	5730	1922	2	35
192	5760	1926	3	32
193	5790	1927	3	31
194	5820	1927	3	32
195	5850	1927	4	33
196	5880	1927	3	33
197	5910	1927	3	35
198	5940	1927	3	36
199	5970	1927	3	38
200	6000	1929	5	36
201	6030	1934	5	32
202	6060	1936	6	29
203	6090	1936	6	31
204	6120	1936	6	32
205	6150	1936	6	32
206	6180	1936	6	32
207	6210	1936	6	35
208	6240	1937	5	34
209	6270	1941	4	30
210	6300	1944	5	27
211	6330	1944	5	28
212	6360	1944	4	28
213	6390	1944	4	30
214	6420	1944	4	31
215	6450	1944	4	34
216	6480	1944	4	35
217	6510	1945	2	37
218	6540	1948	2	34
219	6570	1952	2	30
220	6600	1959	2	24
221	6630	1959	2	24
222	6660	1959	2	24
223	6690	1959	2	24
224	6720	1959	2	26
225	6750	1959	2	26
226	6780	1959	2	26
227	6810	1959	1	28
228	6840	1961	1	26
229	6870	1963	1	24
230	6900	1964	1	23
231	6930	1965	1	22
232	6960	1965	1	22
233	6990	1965	1	23
234	7020	1965	1	25
235	7050	1966	1	26
236	7080	1969	1	23
237	7110	1970	1	25
238	7140	1971	1	25
239	7170	1973	1	23
240	7200	1973	1	24
241	7230	1973	1	25
242	7260	1973	1	25
243	7290	1973	1	26
244	7320	1973	1	27
245	7350	1977	1	23
246	7380	1980	2	20
247	7410	1980	2	22
248	7440	1982	3	20
249	7470	1982	4	20
250	7500	1982	4	22
251	7530	1982	4	22
252	7560	1982	4	23
253	7590	1984	3	21
254	7620	1988	3	18
255	7650	1989	3	18
256	7680	1992	3	16
257	7710	1992	3	16
258	7740	1992	3	16
259	7770	1992	3	16
260	7800	1992	3	18
261	7830	1992	3	19
262	7860	1992	3	21
263	7890	1996	2	17
264	7920	1997	2	17
265	7950	2001	2	14
266	7980	2003	0	12
