	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1182	0	0
2	60	1189	17	25
3	90	1072	50	138
4	120	927	92	278
5	150	830	126	372
6	180	774	142	435
7	210	745	148	479
8	240	768	149	484
9	270	793	149	486
10	300	805	159	491
11	330	747	227	504
12	360	680	293	532
13	390	613	333	573
14	420	575	366	597
15	450	570	381	610
16	480	581	384	612
17	510	594	385	613
18	540	621	385	614
19	570	630	396	601
20	600	577	456	520
21	630	523	509	389
22	660	490	546	294
23	690	479	566	228
24	720	477	576	188
25	750	492	578	177
26	780	502	579	176
27	810	515	579	174
28	840	507	607	166
29	870	476	654	146
30	900	454	693	111
31	930	430	725	89
32	960	433	734	79
33	990	450	735	75
34	1020	458	735	75
35	1050	472	735	74
36	1080	488	737	73
37	1110	484	765	64
38	1140	450	809	49
39	1170	414	849	46
40	1200	391	877	50
41	1230	399	883	43
42	1260	415	883	44
43	1290	432	884	44
44	1320	440	884	44
45	1350	452	887	45
46	1380	419	926	45
47	1410	383	971	47
48	1440	365	999	42
49	1470	348	1013	44
50	1500	353	1026	47
51	1530	365	1028	47
52	1560	376	1028	49
53	1590	396	1028	51
54	1620	392	1046	51
55	1650	368	1081	51
56	1680	344	1113	51
57	1710	330	1135	50
58	1740	331	1149	48
59	1770	336	1159	50
60	1800	342	1159	48
61	1830	348	1159	50
62	1860	354	1161	50
63	1890	332	1189	46
64	1920	299	1231	47
65	1950	276	1258	43
66	1980	258	1276	42
67	2010	267	1281	37
68	2040	275	1284	36
69	2070	290	1284	34
70	2100	305	1284	32
71	2130	316	1288	33
72	2160	304	1305	34
73	2190	288	1330	31
74	2220	265	1354	34
75	2250	267	1367	33
76	2280	270	1374	30
77	2310	280	1375	31
78	2340	292	1375	30
79	2370	300	1375	28
80	2400	303	1387	27
81	2430	277	1417	24
82	2460	244	1452	26
83	2490	236	1469	25
84	2520	228	1483	25
85	2550	229	1487	26
86	2580	232	1489	27
87	2610	243	1489	27
88	2640	253	1490	27
89	2670	239	1509	23
90	2700	217	1539	25
91	2730	203	1555	23
92	2760	185	1571	27
93	2790	182	1578	27
94	2820	187	1578	26
95	2850	198	1578	26
96	2880	202	1578	26
97	2910	205	1580	26
98	2940	191	1603	24
99	2970	179	1624	22
100	3000	178	1632	21
101	3030	172	1645	21
102	3060	167	1654	22
103	3090	170	1654	21
104	3120	177	1654	21
105	3150	184	1654	21
106	3180	185	1658	21
107	3210	171	1674	21
108	3240	156	1692	17
109	3270	142	1709	12
110	3300	138	1717	15
111	3330	143	1717	15
112	3360	144	1717	15
113	3390	150	1717	14
114	3420	155	1717	14
115	3450	151	1722	14
116	3480	144	1736	14
117	3510	135	1750	12
118	3540	133	1757	11
119	3570	130	1764	10
120	3600	136	1764	11
121	3630	141	1764	11
122	3660	144	1764	12
123	3690	148	1766	12
124	3720	143	1774	11
125	3750	131	1786	11
126	3780	119	1802	13
127	3810	115	1809	12
128	3840	114	1812	12
129	3870	114	1812	14
130	3900	121	1812	14
131	3930	123	1812	14
132	3960	127	1813	13
133	3990	111	1833	12
134	4020	107	1841	14
135	4050	104	1849	14
136	4080	104	1854	12
137	4110	108	1856	11
138	4140	113	1856	11
139	4170	117	1856	10
140	4200	122	1856	10
141	4230	121	1859	10
142	4260	106	1876	10
143	4290	103	1882	9
144	4320	101	1886	7
145	4350	99	1891	9
146	4380	101	1893	7
147	4410	105	1893	7
148	4440	105	1893	8
149	4470	106	1893	8
150	4500	102	1901	8
151	4530	90	1916	7
152	4560	89	1920	7
153	4590	82	1930	10
154	4620	80	1933	10
155	4650	82	1933	10
156	4680	84	1933	10
157	4710	88	1933	10
158	4740	90	1935	10
159	4770	85	1942	9
160	4800	76	1950	9
161	4830	76	1953	9
162	4860	74	1956	9
163	4890	71	1958	10
164	4920	71	1959	10
165	4950	75	1959	9
166	4980	77	1959	10
167	5010	75	1965	10
168	5040	68	1972	12
169	5070	67	1977	11
170	5100	63	1983	8
171	5130	62	1985	10
172	5160	61	1987	10
173	5190	64	1987	10
174	5220	66	1987	10
175	5250	68	1987	10
176	5280	65	1993	10
177	5310	58	2001	9
178	5340	58	2003	9
179	5370	54	2008	7
180	5400	52	2011	7
181	5430	53	2011	6
182	5460	53	2011	6
183	5490	54	2011	5
184	5520	54	2011	6
185	5550	50	2017	4
186	5580	43	2026	4
187	5610	39	2031	4
188	5640	37	2033	4
189	5670	35	2035	2
190	5700	34	2036	2
191	5730	36	2036	2
192	5760	38	2036	2
193	5790	39	2036	2
194	5820	37	2038	2
195	5850	33	2043	2
196	5880	33	2045	2
197	5910	33	2046	2
198	5940	33	2046	2
199	5970	37	2046	2
200	6000	37	2046	2
201	6030	37	2046	2
202	6060	41	2047	1
203	6090	37	2051	1
204	6120	36	2055	1
205	6150	35	2056	2
206	6180	32	2058	4
207	6210	31	2060	4
208	6240	33	2060	4
209	6270	33	2060	4
210	6300	34	2060	4
211	6330	32	2062	3
212	6360	32	2063	3
213	6390	31	2065	3
214	6420	28	2068	3
215	6450	28	2071	3
216	6480	29	2071	3
217	6510	29	2071	3
218	6540	31	2071	3
219	6570	33	2071	3
220	6600	32	2072	3
221	6630	30	2074	3
222	6660	31	2074	3
223	6690	30	2075	1
224	6720	32	2075	1
225	6750	34	2075	2
226	6780	34	2075	2
227	6810	37	2075	2
228	6840	36	2077	2
229	6870	35	2080	2
230	6900	32	2083	2
231	6930	31	2084	2
232	6960	29	2086	3
233	6990	31	2086	3
234	7020	30	2087	3
235	7050	31	2087	3
236	7080	31	2087	3
237	7110	30	2088	3
238	7140	29	2092	3
239	7170	27	2095	3
240	7200	25	2098	2
241	7230	25	2099	2
242	7260	26	2099	1
243	7290	26	2099	1
244	7320	27	2099	1
245	7350	30	2100	1
246	7380	29	2101	1
247	7410	26	2104	1
248	7440	25	2105	2
249	7470	25	2107	1
250	7500	24	2108	1
251	7530	25	2108	1
252	7560	25	2108	1
253	7590	28	2108	1
254	7620	28	2110	1
255	7650	24	2114	1
256	7680	25	2116	1
257	7710	26	2116	2
258	7740	25	2117	2
259	7770	27	2117	2
260	7800	28	2117	2
261	7830	29	2117	2
262	7860	29	2117	2
263	7890	28	2118	3
264	7920	28	2119	3
265	7950	26	2120	3
266	7980	26	2121	3
