	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	1	1
2	60	1165	31	11
3	90	1077	131	41
4	120	944	247	88
5	150	844	346	119
6	180	795	406	135
7	210	795	432	141
8	240	818	442	142
9	270	836	448	142
10	300	861	449	145
11	330	844	456	184
12	360	749	506	255
13	390	659	543	326
14	420	599	579	369
15	450	583	599	385
16	480	586	608	391
17	510	601	611	391
18	540	621	611	391
19	570	639	592	392
20	600	600	507	447
21	630	534	396	522
22	660	488	308	573
23	690	484	246	598
24	720	474	216	611
25	750	495	213	613
26	780	518	211	613
27	810	530	210	613
28	840	543	206	617
29	870	525	162	654
30	900	461	138	711
31	930	433	114	751
32	960	425	92	774
33	990	428	84	790
34	1020	443	82	791
35	1050	459	82	792
36	1080	485	83	792
37	1110	514	80	795
38	1140	490	77	832
39	1170	453	70	889
40	1200	437	68	922
41	1230	432	65	943
42	1260	434	58	955
43	1290	449	54	955
44	1320	462	55	955
45	1350	480	54	955
46	1380	480	56	964
47	1410	442	46	1006
48	1440	409	41	1048
49	1470	377	43	1089
50	1500	371	44	1105
51	1530	374	41	1113
52	1560	386	41	1116
53	1590	396	41	1116
54	1620	407	42	1116
55	1650	412	40	1119
56	1680	389	39	1155
57	1710	356	42	1192
58	1740	333	40	1222
59	1770	330	44	1235
60	1800	333	44	1240
61	1830	335	43	1243
62	1860	347	44	1243
63	1890	355	43	1243
64	1920	359	41	1252
65	1950	328	38	1288
66	1980	290	35	1333
67	2010	285	36	1346
68	2040	273	38	1361
69	2070	275	38	1364
70	2100	281	39	1366
71	2130	297	38	1366
72	2160	307	36	1366
73	2190	312	33	1370
74	2220	298	30	1394
75	2250	262	31	1432
76	2280	248	29	1450
77	2310	242	29	1462
78	2340	248	29	1466
79	2370	252	30	1468
80	2400	264	29	1468
81	2430	274	29	1468
82	2460	277	27	1473
83	2490	253	26	1503
84	2520	222	26	1537
85	2550	212	24	1554
86	2580	203	22	1564
87	2610	207	22	1566
88	2640	215	22	1568
89	2670	224	22	1568
90	2700	235	22	1568
91	2730	239	20	1576
92	2760	226	22	1591
93	2790	208	24	1613
94	2820	204	24	1622
95	2850	199	23	1633
96	2880	204	22	1634
97	2910	203	25	1635
98	2940	204	26	1635
99	2970	219	26	1635
100	3000	218	26	1640
101	3030	197	23	1664
102	3060	187	23	1688
103	3090	174	26	1705
104	3120	175	23	1709
105	3150	182	24	1713
106	3180	187	24	1713
107	3210	191	24	1713
108	3240	198	24	1713
109	3270	195	20	1718
110	3300	180	18	1740
111	3330	160	17	1766
112	3360	147	18	1782
113	3390	145	18	1792
114	3420	153	17	1793
115	3450	156	13	1793
116	3480	162	13	1793
117	3510	170	13	1793
118	3540	168	12	1801
119	3570	154	13	1822
120	3600	144	13	1836
121	3630	137	13	1845
122	3660	129	12	1857
123	3690	130	13	1859
124	3720	131	14	1859
125	3750	135	14	1859
126	3780	137	14	1859
127	3810	132	15	1865
128	3840	122	14	1880
129	3870	111	14	1893
130	3900	105	16	1900
131	3930	106	17	1901
132	3960	105	17	1902
133	3990	111	18	1902
134	4020	116	18	1902
135	4050	118	18	1902
136	4080	113	18	1912
137	4110	103	17	1924
138	4140	100	16	1930
139	4170	93	17	1939
140	4200	89	16	1947
141	4230	88	17	1948
142	4260	90	16	1948
143	4290	94	16	1948
144	4320	98	16	1948
145	4350	92	15	1956
146	4380	84	15	1967
147	4410	84	13	1972
148	4440	77	11	1981
149	4470	75	10	1985
150	4500	76	9	1985
151	4530	79	9	1985
152	4560	82	9	1985
153	4590	81	9	1986
154	4620	76	8	1993
155	4650	68	10	2002
156	4680	62	10	2008
157	4710	58	10	2013
158	4740	55	10	2016
159	4770	57	10	2016
160	4800	59	10	2016
161	4830	63	9	2016
162	4860	72	9	2016
163	4890	64	7	2025
164	4920	58	7	2031
165	4950	55	8	2033
166	4980	55	8	2034
167	5010	55	9	2036
168	5040	55	9	2036
169	5070	54	10	2036
170	5100	56	10	2036
171	5130	60	10	2036
172	5160	58	7	2041
173	5190	53	5	2047
174	5220	51	7	2050
175	5250	51	7	2052
176	5280	51	6	2054
177	5310	52	7	2054
178	5340	52	7	2054
179	5370	52	7	2054
180	5400	54	7	2054
181	5430	50	7	2057
182	5460	43	7	2063
183	5490	45	7	2066
184	5520	41	7	2070
185	5550	41	6	2071
186	5580	40	6	2071
187	5610	42	6	2072
188	5640	42	6	2072
189	5670	43	6	2073
190	5700	41	6	2077
191	5730	39	4	2080
192	5760	40	4	2081
193	5790	43	5	2081
194	5820	41	4	2083
195	5850	42	4	2084
196	5880	43	4	2084
197	5910	43	4	2084
198	5940	44	3	2084
199	5970	39	3	2090
200	6000	35	3	2096
201	6030	31	3	2100
202	6060	29	3	2102
203	6090	29	2	2102
204	6120	30	2	2102
205	6150	31	2	2102
206	6180	31	2	2102
207	6210	31	2	2102
208	6240	31	2	2105
209	6270	28	2	2110
210	6300	26	2	2113
211	6330	25	2	2114
212	6360	24	2	2115
213	6390	25	2	2115
214	6420	25	2	2115
215	6450	25	2	2115
216	6480	23	2	2117
217	6510	22	1	2118
218	6540	21	1	2120
219	6570	19	2	2122
220	6600	19	2	2124
221	6630	19	2	2124
222	6660	21	2	2124
223	6690	22	2	2124
224	6720	23	3	2124
225	6750	24	3	2124
226	6780	21	3	2128
227	6810	16	2	2133
228	6840	14	2	2137
229	6870	12	2	2139
230	6900	14	2	2139
231	6930	15	2	2139
232	6960	16	2	2139
233	6990	16	2	2139
234	7020	16	2	2139
235	7050	16	2	2139
236	7080	17	2	2139
237	7110	18	1	2139
238	7140	19	1	2139
239	7170	19	1	2139
240	7200	20	1	2139
241	7230	20	0	2139
242	7260	21	0	2139
243	7290	21	0	2140
244	7320	17	0	2144
245	7350	14	0	2147
246	7380	14	0	2147
247	7410	14	0	2147
248	7440	14	0	2147
249	7470	14	0	2147
250	7500	14	0	2147
251	7530	15	0	2147
252	7560	16	0	2147
253	7590	14	0	2149
254	7620	12	0	2151
255	7650	12	0	2151
256	7680	12	0	2151
257	7710	13	0	2151
258	7740	13	0	2151
259	7770	14	0	2151
260	7800	14	0	2151
261	7830	13	0	2152
262	7860	13	0	2152
263	7890	11	0	2154
264	7920	11	0	2155
265	7950	10	0	2156
266	7980	10	0	2156
