	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1186	0
2	60	20	1182	11
3	90	135	1055	53
4	120	263	923	84
5	150	347	843	107
6	180	409	800	121
7	210	442	784	130
8	240	448	808	131
9	270	453	852	131
10	300	456	879	135
11	330	474	822	206
12	360	519	732	278
13	390	561	661	332
14	420	588	628	365
15	450	603	627	371
16	480	609	644	373
17	510	610	661	374
18	540	610	678	374
19	570	597	683	391
20	600	505	629	461
21	630	391	578	517
22	660	319	537	562
23	690	267	534	582
24	720	238	544	591
25	750	228	567	594
26	780	227	587	594
27	810	225	615	595
28	840	214	594	624
29	870	181	544	683
30	900	146	511	732
31	930	125	489	763
32	960	108	490	779
33	990	109	497	782
34	1020	108	516	782
35	1050	110	530	782
36	1080	109	547	786
37	1110	106	520	834
38	1140	97	466	892
39	1170	86	424	945
40	1200	76	395	979
41	1230	72	385	997
42	1260	73	394	999
43	1290	71	404	1000
44	1320	69	415	1000
45	1350	69	417	1009
46	1380	62	389	1048
47	1410	61	366	1082
48	1440	53	345	1111
49	1470	54	330	1128
50	1500	49	333	1137
51	1530	49	347	1137
52	1560	48	356	1137
53	1590	48	370	1137
54	1620	46	372	1144
55	1650	42	341	1185
56	1680	37	315	1218
57	1710	34	300	1237
58	1740	30	296	1251
59	1770	27	306	1253
60	1800	28	318	1254
61	1830	29	332	1254
62	1860	30	338	1257
63	1890	27	329	1276
64	1920	28	300	1311
65	1950	30	284	1339
66	1980	27	277	1352
67	2010	28	281	1356
68	2040	28	292	1356
69	2070	27	304	1357
70	2100	27	313	1357
71	2130	27	324	1359
72	2160	28	302	1385
73	2190	28	272	1422
74	2220	25	253	1447
75	2250	26	243	1464
76	2280	30	235	1473
77	2310	31	239	1474
78	2340	30	249	1474
79	2370	29	255	1474
80	2400	30	262	1481
81	2430	28	246	1505
82	2460	30	232	1522
83	2490	31	222	1532
84	2520	29	218	1540
85	2550	30	225	1542
86	2580	31	234	1542
87	2610	30	237	1542
88	2640	30	245	1542
89	2670	28	242	1551
90	2700	28	211	1587
91	2730	30	200	1610
92	2760	32	193	1620
93	2790	28	198	1622
94	2820	26	200	1626
95	2850	26	206	1626
96	2880	26	210	1626
97	2910	26	215	1626
98	2940	26	205	1641
