	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1173	0
2	60	32	1171	9
3	90	141	1074	32
4	120	277	924	67
5	150	360	836	91
6	180	448	756	107
7	210	479	741	115
8	240	489	749	118
9	270	493	780	118
10	300	494	804	128
11	330	508	758	189
12	360	547	667	262
13	390	590	589	311
14	420	624	546	339
15	450	636	548	348
16	480	641	570	349
17	510	641	586	349
18	540	642	611	350
19	570	628	620	367
20	600	545	573	423
21	630	419	527	479
22	660	336	504	513
23	690	247	499	530
24	720	210	504	536
25	750	206	514	536
26	780	200	532	536
27	810	200	556	536
28	840	201	537	569
29	870	166	508	614
30	900	127	476	658
31	930	92	455	691
32	960	85	448	703
33	990	80	455	705
34	1020	80	477	705
35	1050	81	489	705
36	1080	82	495	713
37	1110	74	459	757
38	1140	66	439	802
39	1170	61	416	832
40	1200	61	404	853
41	1230	64	397	864
42	1260	61	411	866
43	1290	61	424	866
44	1320	61	434	866
45	1350	59	417	894
46	1380	52	393	931
47	1410	50	368	967
48	1440	48	355	990
49	1470	43	351	1005
50	1500	42	367	1006
51	1530	43	381	1006
52	1560	41	390	1006
53	1590	41	393	1015
54	1620	38	361	1054
55	1650	38	347	1079
56	1680	31	332	1102
57	1710	31	320	1116
58	1740	25	328	1123
59	1770	25	337	1126
60	1800	24	347	1126
61	1830	23	359	1126
62	1860	23	355	1141
63	1890	26	329	1178
64	1920	25	312	1209
65	1950	24	298	1233
66	1980	28	288	1246
67	2010	30	295	1249
68	2040	29	304	1249
69	2070	29	316	1249
70	2100	29	330	1249
71	2130	27	313	1271
72	2160	28	286	1303
73	2190	27	267	1332
74	2220	23	266	1341
75	2250	25	269	1345
76	2280	24	281	1347
77	2310	24	293	1347
78	2340	24	306	1347
79	2370	24	308	1352
80	2400	24	277	1388
81	2430	25	251	1416
82	2460	26	231	1439
83	2490	24	222	1453
84	2520	19	228	1453
85	2550	20	243	1454
86	2580	20	254	1454
87	2610	20	263	1455
88	2640	20	259	1467
89	2670	19	245	1490
90	2700	20	230	1508
91	2730	23	224	1519
92	2760	20	226	1527
93	2790	20	229	1528
94	2820	20	244	1528
95	2850	20	251	1528
96	2880	20	248	1533
97	2910	19	226	1558
98	2940	18	207	1582
99	2970	20	188	1602
100	3000	20	184	1610
101	3030	21	188	1612
102	3060	20	194	1614
103	3090	20	201	1614
104	3120	21	209	1614
105	3150	22	209	1624
106	3180	25	186	1651
107	3210	25	178	1664
108	3240	25	172	1672
109	3270	25	172	1675
110	3300	26	175	1680
111	3330	26	179	1680
112	3360	26	189	1680
113	3390	26	197	1681
114	3420	24	184	1694
115	3450	25	164	1715
116	3480	22	151	1728
117	3510	23	145	1736
118	3540	23	149	1737
119	3570	23	158	1737
120	3600	23	166	1737
121	3630	22	175	1737
122	3660	22	172	1743
123	3690	21	164	1759
124	3720	15	157	1767
125	3750	14	151	1779
126	3780	14	147	1786
127	3810	15	150	1788
128	3840	15	160	1788
129	3870	15	162	1788
130	3900	15	169	1788
131	3930	16	164	1795
132	3960	13	148	1814
133	3990	14	137	1826
134	4020	12	132	1833
135	4050	13	130	1837
136	4080	12	134	1837
137	4110	12	138	1837
138	4140	12	138	1838
139	4170	12	140	1842
140	4200	13	131	1855
141	4230	12	120	1868
142	4260	10	112	1879
143	4290	11	105	1888
144	4320	9	108	1889
145	4350	9	115	1889
146	4380	10	116	1889
147	4410	10	121	1889
148	4440	10	121	1893
149	4470	11	111	1906
150	4500	9	103	1916
151	4530	11	98	1923
152	4560	11	98	1925
153	4590	11	100	1925
154	4620	11	104	1925
155	4650	11	107	1925
156	4680	11	106	1926
157	4710	11	97	1938
158	4740	11	93	1944
159	4770	11	91	1950
160	4800	11	87	1953
161	4830	12	88	1957
162	4860	12	93	1957
163	4890	11	95	1958
164	4920	11	101	1958
165	4950	10	102	1961
166	4980	8	85	1980
167	5010	8	76	1993
168	5040	8	71	1999
169	5070	8	69	2000
170	5100	8	68	2002
171	5130	8	69	2002
172	5160	8	73	2002
173	5190	8	74	2002
174	5220	8	74	2005
175	5250	8	71	2010
176	5280	9	67	2015
177	5310	9	64	2019
178	5340	8	64	2019
179	5370	8	64	2020
180	5400	9	66	2020
181	5430	9	69	2020
182	5460	9	70	2020
183	5490	9	64	2029
184	5520	8	59	2035
185	5550	7	58	2037
186	5580	6	52	2042
187	5610	6	53	2042
188	5640	6	55	2042
189	5670	6	59	2042
190	5700	6	63	2042
191	5730	6	67	2044
192	5760	6	62	2050
193	5790	5	61	2054
194	5820	4	60	2056
195	5850	4	60	2057
196	5880	4	62	2058
197	5910	3	63	2058
198	5940	3	63	2058
199	5970	3	67	2058
200	6000	3	66	2060
201	6030	4	60	2067
202	6060	5	56	2072
203	6090	6	53	2075
204	6120	7	53	2076
205	6150	8	53	2077
206	6180	8	54	2077
207	6210	8	56	2077
208	6240	9	56	2077
209	6270	8	51	2084
210	6300	8	48	2089
211	6330	8	44	2095
212	6360	7	44	2095
213	6390	7	46	2095
214	6420	7	46	2095
215	6450	7	47	2095
216	6480	7	47	2095
217	6510	7	45	2097
218	6540	6	45	2098
219	6570	5	40	2103
220	6600	4	40	2104
221	6630	3	39	2107
222	6660	3	39	2108
223	6690	3	43	2108
224	6720	3	44	2108
225	6750	2	46	2108
226	6780	2	45	2112
227	6810	4	36	2119
