	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1180	0
2	60	29	1185	10
3	90	137	1079	38
4	120	264	953	71
5	150	365	847	101
6	180	453	754	128
7	210	480	751	133
8	240	489	760	133
9	270	490	794	133
10	300	490	811	139
11	330	505	768	196
12	360	547	685	266
13	390	576	613	330
14	420	602	580	364
15	450	611	577	378
16	480	613	586	383
17	510	615	601	384
18	540	618	626	384
19	570	599	635	396
20	600	530	584	455
21	630	409	537	506
22	660	318	493	549
23	690	236	485	573
24	720	197	484	580
25	750	186	508	580
26	780	186	521	580
27	810	189	536	580
28	840	184	521	600
29	870	147	490	648
30	900	120	454	689
31	930	101	426	721
32	960	94	411	747
33	990	93	416	751
34	1020	93	428	751
35	1050	90	442	751
36	1080	90	450	752
37	1110	78	436	784
38	1140	70	403	824
39	1170	60	388	851
40	1200	56	388	865
41	1230	57	383	881
42	1260	59	396	883
43	1290	60	407	883
44	1320	58	422	883
45	1350	55	432	887
46	1380	55	413	918
47	1410	58	375	963
48	1440	58	343	1000
49	1470	62	331	1017
50	1500	61	337	1019
51	1530	58	354	1019
52	1560	59	365	1019
53	1590	59	382	1019
54	1620	58	380	1037
55	1650	57	364	1066
56	1680	57	332	1104
57	1710	64	310	1130
58	1740	64	303	1137
59	1770	59	307	1141
60	1800	56	322	1142
61	1830	56	333	1142
62	1860	55	339	1144
63	1890	54	335	1162
64	1920	46	310	1195
65	1950	48	302	1214
66	1980	41	291	1233
67	2010	40	297	1240
68	2040	45	306	1240
69	2070	44	317	1240
70	2100	45	329	1240
71	2130	45	337	1245
72	2160	45	322	1271
73	2190	44	309	1297
74	2220	37	304	1313
75	2250	36	296	1330
76	2280	37	305	1333
77	2310	36	314	1334
78	2340	36	327	1336
79	2370	37	336	1337
80	2400	38	334	1349
81	2430	38	309	1382
82	2460	35	286	1409
83	2490	35	266	1435
84	2520	32	265	1446
85	2550	31	267	1452
86	2580	31	276	1452
87	2610	30	283	1452
88	2640	31	293	1452
89	2670	30	285	1469
90	2700	27	261	1501
91	2730	29	243	1523
92	2760	29	230	1540
93	2790	33	225	1547
94	2820	33	235	1547
95	2850	33	248	1547
96	2880	32	255	1547
97	2910	31	262	1550
98	2940	32	243	1572
99	2970	33	225	1593
100	3000	32	206	1615
101	3030	34	193	1633
102	3060	33	195	1641
103	3090	32	204	1643
104	3120	33	209	1643
105	3150	32	214	1643
106	3180	32	224	1644
107	3210	32	214	1664
108	3240	31	199	1680
109	3270	30	191	1689
110	3300	27	190	1695
111	3330	26	193	1695
112	3360	26	202	1697
113	3390	26	216	1697
114	3420	27	223	1697
115	3450	27	216	1712
116	3480	24	205	1728
117	3510	24	188	1744
118	3540	27	181	1756
119	3570	27	181	1766
120	3600	26	183	1768
121	3630	26	185	1769
122	3660	26	191	1769
123	3690	26	199	1771
124	3720	24	184	1790
125	3750	20	171	1807
126	3780	18	161	1821
127	3810	19	149	1834
128	3840	20	151	1839
129	3870	22	155	1839
130	3900	22	162	1839
131	3930	21	166	1839
132	3960	21	169	1842
133	3990	23	165	1851
134	4020	19	160	1862
135	4050	16	152	1873
136	4080	18	145	1879
137	4110	19	143	1883
138	4140	18	148	1883
139	4170	17	153	1883
140	4200	17	157	1883
141	4230	17	162	1890
142	4260	21	148	1905
143	4290	22	139	1913
144	4320	26	130	1921
145	4350	23	122	1932
146	4380	22	127	1933
147	4410	22	131	1934
148	4440	22	133	1934
149	4470	22	136	1934
150	4500	20	129	1942
151	4530	19	118	1958
152	4560	19	110	1969
153	4590	16	106	1979
154	4620	15	104	1985
155	4650	15	108	1985
156	4680	15	115	1985
157	4710	16	120	1985
158	4740	16	125	1985
159	4770	12	116	1996
160	4800	13	108	2006
161	4830	10	102	2015
162	4860	10	97	2021
163	4890	8	98	2022
164	4920	8	99	2023
165	4950	8	101	2023
166	4980	8	104	2023
167	5010	7	104	2028
168	5040	8	94	2041
169	5070	8	84	2056
170	5100	8	76	2066
171	5130	9	71	2072
172	5160	9	71	2072
173	5190	10	73	2072
174	5220	9	78	2072
175	5250	10	78	2072
176	5280	11	74	2077
177	5310	9	68	2085
178	5340	10	67	2091
179	5370	9	66	2094
180	5400	8	65	2097
181	5430	8	65	2097
182	5460	8	68	2097
183	5490	8	72	2097
184	5520	8	71	2099
185	5550	7	68	2107
186	5580	9	62	2112
187	5610	9	59	2118
188	5640	8	54	2124
189	5670	8	55	2128
190	5700	8	57	2128
191	5730	7	58	2128
192	5760	7	58	2128
193	5790	5	55	2131
194	5820	6	57	2134
195	5850	6	52	2140
196	5880	6	53	2142
197	5910	7	50	2145
198	5940	8	51	2146
199	5970	9	53	2146
200	6000	9	56	2146
201	6030	9	61	2146
202	6060	9	61	2147
203	6090	9	54	2156
204	6120	7	51	2160
205	6150	7	53	2162
206	6180	7	51	2166
207	6210	7	50	2167
208	6240	7	52	2167
209	6270	7	54	2167
210	6300	7	55	2167
211	6330	5	53	2170
212	6360	4	48	2177
213	6390	4	42	2184
214	6420	3	40	2188
215	6450	4	39	2188
216	6480	3	44	2188
217	6510	3	44	2188
218	6540	3	45	2188
219	6570	3	45	2189
220	6600	3	42	2195
221	6630	3	38	2199
222	6660	3	41	2201
223	6690	3	39	2203
224	6720	4	36	2205
225	6750	4	36	2205
226	6780	4	37	2205
227	6810	4	38	2205
228	6840	4	36	2207
229	6870	4	35	2209
230	6900	4	30	2214
231	6930	4	29	2216
232	6960	2	27	2219
233	6990	2	28	2219
234	7020	2	29	2219
235	7050	2	30	2219
236	7080	2	30	2219
237	7110	1	27	2223
238	7140	1	26	2224
239	7170	1	25	2226
240	7200	1	24	2228
241	7230	0	23	2229
242	7260	0	24	2229
243	7290	0	24	2229
244	7320	0	26	2229
245	7350	0	29	2229
246	7380	0	24	2234
247	7410	0	24	2237
248	7440	2	20	2239
249	7470	2	19	2240
250	7500	4	19	2240
251	7530	6	18	2240
252	7560	6	18	2240
253	7590	6	18	2240
254	7620	6	17	2241
255	7650	6	16	2242
256	7680	6	14	2245
257	7710	7	15	2245
258	7740	7	15	2246
259	7770	7	17	2246
260	7800	7	18	2246
261	7830	7	18	2246
262	7860	7	18	2246
263	7890	7	17	2248
264	7920	7	17	2249
265	7950	5	16	2251
266	7980	5	15	2253
