	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1160	1
2	60	7	1175	22
3	90	32	1065	140
4	120	62	930	269
5	150	88	821	376
6	180	106	751	457
7	210	108	743	484
8	240	108	755	489
9	270	108	773	493
10	300	112	791	498
11	330	175	732	513
12	360	252	636	551
13	390	296	576	583
14	420	320	554	602
15	450	335	537	621
16	480	340	541	632
17	510	342	547	637
18	540	343	569	636
19	570	353	580	627
20	600	400	538	546
21	630	450	497	414
22	660	492	455	311
23	690	505	445	238
24	720	515	451	199
25	750	516	460	196
26	780	516	473	192
27	810	516	483	190
28	840	534	477	176
29	870	591	433	145
30	900	634	397	116
31	930	673	365	98
32	960	684	361	83
33	990	691	367	70
34	1020	691	378	67
35	1050	691	386	67
36	1080	695	396	66
37	1110	722	375	60
38	1140	759	347	55
39	1170	788	330	44
40	1200	813	311	43
41	1230	823	303	40
42	1260	824	312	40
43	1290	824	322	39
44	1320	824	340	40
45	1350	831	354	40
46	1380	867	331	41
47	1410	899	299	42
48	1440	923	280	40
49	1470	937	277	37
50	1500	942	278	37
51	1530	943	285	36
52	1560	943	293	35
53	1590	943	308	35
54	1620	954	307	34
55	1650	987	274	35
56	1680	1012	261	39
57	1710	1032	248	35
58	1740	1044	242	34
59	1770	1048	245	32
60	1800	1048	258	31
61	1830	1048	268	30
62	1860	1048	275	30
63	1890	1069	256	28
64	1920	1103	229	23
65	1950	1122	212	24
66	1980	1135	203	27
67	2010	1145	206	25
68	2040	1145	212	26
69	2070	1145	214	26
70	2100	1145	224	26
71	2130	1147	225	27
72	2160	1168	208	26
73	2190	1189	192	24
74	2220	1203	181	20
75	2250	1211	172	20
76	2280	1216	171	21
77	2310	1218	176	21
78	2340	1218	181	21
79	2370	1219	182	23
80	2400	1224	182	23
81	2430	1241	169	22
82	2460	1259	154	23
83	2490	1269	149	21
84	2520	1276	147	21
85	2550	1277	149	20
86	2580	1278	152	20
87	2610	1278	156	21
88	2640	1278	160	20
89	2670	1282	159	20
90	2700	1297	146	17
91	2730	1308	140	17
92	2760	1316	138	16
93	2790	1319	140	16
94	2820	1320	142	16
95	2850	1320	147	16
96	2880	1320	152	14
97	2910	1320	157	14
98	2940	1327	156	15
99	2970	1337	147	11
100	3000	1346	139	13
101	3030	1349	138	14
102	3060	1351	139	15
103	3090	1352	139	16
104	3120	1352	144	16
105	3150	1352	151	15
106	3180	1353	157	14
107	3210	1372	143	14
108	3240	1381	136	14
109	3270	1391	131	14
110	3300	1399	125	13
111	3330	1400	128	13
112	3360	1401	129	13
113	3390	1401	134	14
114	3420	1401	142	14
115	3450	1407	137	13
116	3480	1421	127	15
117	3510	1437	115	14
118	3540	1447	108	11
119	3570	1454	98	14
120	3600	1455	99	15
121	3630	1455	100	15
122	3660	1455	103	15
123	3690	1455	106	15
124	3720	1465	98	16
125	3750	1471	96	14
126	3780	1478	89	16
127	3810	1487	82	17
128	3840	1489	83	17
129	3870	1489	87	17
130	3900	1490	90	16
131	3930	1490	91	16
132	3960	1492	95	15
133	3990	1501	87	13
134	4020	1507	86	13
135	4050	1515	79	15
136	4080	1520	76	14
137	4110	1523	76	11
138	4140	1523	76	12
139	4170	1523	77	12
140	4200	1523	79	12
141	4230	1526	77	11
142	4260	1534	70	12
143	4290	1541	61	11
144	4320	1548	57	10
145	4350	1549	56	10
146	4380	1549	58	10
147	4410	1549	60	10
148	4440	1549	62	10
149	4470	1549	64	10
150	4500	1553	61	11
151	4530	1561	52	11
152	4560	1567	49	9
153	4590	1568	48	7
154	4620	1571	47	7
155	4650	1572	47	6
156	4680	1572	48	6
157	4710	1572	49	6
158	4740	1572	55	6
159	4770	1578	50	5
160	4800	1582	48	3
161	4830	1586	44	4
162	4860	1589	41	3
163	4890	1589	42	4
164	4920	1589	43	4
165	4950	1589	46	4
166	4980	1589	48	4
167	5010	1591	47	3
168	5040	1594	48	3
169	5070	1597	46	4
170	5100	1598	45	4
171	5130	1600	45	4
172	5160	1600	46	4
173	5190	1601	46	5
174	5220	1601	48	5
175	5250	1601	49	6
176	5280	1602	48	6
177	5310	1611	40	6
178	5340	1619	32	6
179	5370	1623	31	6
180	5400	1624	30	5
181	5430	1625	29	5
182	5460	1625	28	6
183	5490	1625	28	6
184	5520	1626	27	6
185	5550	1629	25	6
186	5580	1631	23	5
187	5610	1634	21	5
188	5640	1635	20	5
189	5670	1636	20	5
190	5700	1637	19	4
191	5730	1637	20	4
192	5760	1637	20	3
193	5790	1637	20	3
194	5820	1641	17	3
195	5850	1642	16	2
196	5880	1643	15	2
197	5910	1643	16	2
198	5940	1643	17	2
199	5970	1644	18	1
200	6000	1644	18	1
201	6030	1644	18	1
202	6060	1645	17	2
203	6090	1646	17	1
204	6120	1649	14	1
205	6150	1649	14	1
206	6180	1649	15	1
207	6210	1650	15	1
208	6240	1650	17	1
209	6270	1650	19	1
210	6300	1650	20	1
211	6330	1652	18	1
212	6360	1653	17	1
213	6390	1655	15	1
214	6420	1655	15	1
215	6450	1655	16	1
216	6480	1655	16	1
217	6510	1655	16	2
218	6540	1655	16	2
219	6570	1655	16	2
220	6600	1656	16	1
221	6630	1658	15	1
222	6660	1662	12	1
223	6690	1662	12	1
224	6720	1662	12	2
225	6750	1662	11	3
226	6780	1662	13	3
227	6810	1662	13	3
228	6840	1662	13	3
229	6870	1662	13	3
230	6900	1663	12	4
231	6930	1663	11	5
232	6960	1663	11	5
233	6990	1663	10	6
234	7020	1663	11	5
235	7050	1663	12	5
236	7080	1663	12	5
237	7110	1666	9	5
238	7140	1667	9	5
239	7170	1668	10	5
240	7200	1670	10	5
241	7230	1670	10	4
242	7260	1670	10	3
243	7290	1670	10	3
244	7320	1670	10	3
245	7350	1670	10	3
246	7380	1670	11	3
247	7410	1670	11	2
248	7440	1672	10	1
249	7470	1672	10	1
250	7500	1672	10	0
251	7530	1672	10	0
252	7560	1672	10	0
253	7590	1672	10	0
254	7620	1672	10	0
255	7650	1673	10	0
256	7680	1673	10	0
257	7710	1674	9	0
258	7740	1674	9	0
259	7770	1674	9	0
260	7800	1674	9	0
261	7830	1674	10	0
262	7860	1674	10	0
263	7890	1674	10	0
264	7920	1675	10	0
265	7950	1677	8	0
266	7980	1677	9	0
