	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1170
2	60	21	10	1172
3	90	122	38	1068
4	120	238	70	963
5	150	331	103	871
6	180	409	120	801
7	210	456	126	774
8	240	463	126	789
9	270	466	127	811
10	300	466	128	841
11	330	480	172	812
12	360	516	245	725
13	390	555	289	670
14	420	577	328	636
15	450	589	350	613
16	480	603	355	630
17	510	604	356	641
18	540	603	356	664
19	570	594	359	684
20	600	516	402	658
21	630	398	476	586
22	660	324	521	544
23	690	257	557	512
24	720	213	576	491
25	750	209	581	502
26	780	205	581	516
27	810	206	581	526
28	840	195	586	539
29	870	165	622	511
30	900	130	677	472
31	930	116	710	438
32	960	108	737	420
33	990	95	748	426
34	1020	93	748	446
35	1050	93	748	463
36	1080	93	748	476
37	1110	90	755	481
38	1140	80	808	441
39	1170	69	853	402
40	1200	58	886	379
41	1230	49	907	361
42	1260	45	919	355
43	1290	45	919	367
44	1320	44	919	374
45	1350	45	919	387
46	1380	45	922	396
47	1410	46	951	380
48	1440	40	985	361
49	1470	36	1014	338
50	1500	37	1034	324
51	1530	39	1039	324
52	1560	43	1039	328
53	1590	42	1039	336
54	1620	41	1039	352
55	1650	43	1047	359
56	1680	39	1072	352
57	1710	39	1121	313
58	1740	34	1150	297
59	1770	39	1159	293
60	1800	39	1167	297
61	1830	40	1169	303
62	1860	38	1169	314
63	1890	36	1169	325
64	1920	35	1175	333
65	1950	33	1202	318
66	1980	31	1243	294
67	2010	32	1262	277
68	2040	32	1275	264
69	2070	31	1281	268
70	2100	30	1282	283
71	2130	30	1282	295
72	2160	28	1282	307
73	2190	27	1289	306
74	2220	28	1318	280
75	2250	31	1354	259
76	2280	26	1370	255
77	2310	30	1383	244
78	2340	33	1387	245
79	2370	33	1389	258
80	2400	33	1389	266
81	2430	34	1389	277
82	2460	33	1393	278
83	2490	35	1421	256
84	2520	32	1451	233
85	2550	32	1469	221
86	2580	31	1479	219
87	2610	32	1481	223
88	2640	32	1481	231
89	2670	33	1481	239
90	2700	32	1482	250
