	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1173
2	60	23	14	1180
3	90	106	53	1081
4	120	216	89	963
5	150	310	123	865
6	180	387	139	800
7	210	426	141	785
8	240	433	142	807
9	270	436	142	839
10	300	437	148	854
11	330	454	206	805
12	360	515	274	699
13	390	546	319	644
14	420	573	355	593
15	450	594	369	578
16	480	598	374	593
17	510	600	374	620
18	540	602	374	648
19	570	587	388	647
20	600	517	450	593
21	630	439	514	537
22	660	355	561	499
23	690	288	577	492
24	720	242	588	485
25	750	234	592	496
26	780	233	592	510
27	810	231	592	535
28	840	224	615	520
29	870	178	663	483
30	900	143	704	452
31	930	119	724	440
32	960	103	749	423
33	990	102	749	434
34	1020	99	751	453
35	1050	99	751	469
36	1080	99	754	484
37	1110	96	797	449
38	1140	76	848	414
39	1170	62	879	395
40	1200	57	899	388
41	1230	53	908	388
42	1260	53	908	401
43	1290	54	908	421
44	1320	54	908	445
45	1350	49	914	459
46	1380	45	952	436
47	1410	45	992	421
48	1440	42	1023	407
49	1470	43	1041	398
50	1500	40	1047	409
51	1530	40	1047	419
52	1560	38	1047	429
53	1590	40	1048	446
54	1620	39	1059	448
55	1650	41	1105	409
56	1680	45	1142	384
57	1710	44	1166	369
58	1740	43	1185	366
59	1770	42	1186	370
60	1800	42	1186	380
61	1830	45	1186	388
62	1860	45	1188	392
63	1890	45	1210	380
64	1920	40	1251	354
65	1950	43	1285	325
66	1980	43	1307	306
67	2010	44	1322	297
68	2040	44	1322	311
69	2070	44	1322	324
70	2100	43	1322	334
71	2130	40	1330	340
72	2160	43	1362	311
73	2190	40	1393	289
74	2220	39	1415	273
75	2250	39	1431	268
76	2280	41	1433	269
77	2310	38	1435	283
78	2340	39	1435	289
79	2370	37	1435	302
80	2400	37	1444	295
81	2430	38	1471	275
82	2460	36	1498	252
83	2490	39	1511	246
84	2520	35	1523	238
85	2550	34	1525	250
86	2580	35	1525	256
87	2610	34	1525	265
88	2640	34	1525	283
89	2670	31	1538	278
90	2700	30	1558	265
91	2730	27	1578	256
92	2760	26	1594	246
93	2790	23	1603	247
94	2820	24	1605	254
95	2850	22	1605	265
96	2880	22	1605	273
97	2910	24	1606	275
98	2940	23	1628	259
99	2970	23	1652	247
100	3000	21	1669	237
101	3030	20	1679	234
102	3060	20	1684	241
103	3090	19	1684	258
104	3120	19	1684	261
105	3150	20	1684	273
106	3180	20	1696	269
107	3210	20	1723	248
108	3240	22	1743	230
109	3270	24	1762	216
110	3300	23	1778	204
111	3330	24	1783	205
112	3360	24	1784	214
113	3390	24	1784	220
114	3420	24	1784	223
115	3450	27	1788	225
116	3480	27	1811	206
117	3510	26	1832	187
118	3540	28	1846	173
119	3570	28	1850	172
120	3600	29	1850	177
121	3630	29	1850	180
122	3660	28	1851	185
123	3690	27	1851	191
124	3720	27	1873	177
125	3750	26	1886	166
126	3780	24	1897	159
127	3810	24	1907	157
128	3840	22	1913	154
129	3870	22	1913	158
130	3900	22	1913	164
131	3930	21	1913	169
132	3960	18	1915	169
133	3990	17	1927	163
134	4020	15	1945	147
135	4050	12	1953	141
136	4080	14	1965	130
137	4110	13	1968	131
138	4140	15	1968	132
139	4170	15	1968	135
140	4200	15	1968	140
141	4230	14	1972	143
142	4260	15	1987	132
143	4290	15	2002	119
144	4320	15	2007	114
145	4350	14	2010	117
146	4380	14	2011	120
147	4410	13	2011	124
148	4440	13	2011	127
149	4470	14	2012	132
150	4500	13	2021	130
151	4530	12	2035	118
152	4560	13	2046	106
153	4590	11	2052	103
154	4620	10	2053	107
155	4650	8	2053	113
156	4680	8	2054	115
157	4710	8	2054	119
158	4740	9	2057	119
159	4770	10	2066	110
160	4800	9	2080	100
161	4830	9	2086	96
162	4860	9	2092	94
163	4890	9	2093	100
164	4920	9	2093	101
165	4950	9	2093	103
166	4980	8	2093	105
167	5010	8	2099	103
168	5040	8	2111	93
169	5070	7	2117	87
170	5100	7	2122	84
171	5130	7	2128	78
172	5160	9	2130	80
173	5190	10	2131	81
174	5220	10	2131	86
175	5250	9	2131	90
176	5280	7	2140	82
177	5310	7	2148	77
178	5340	6	2152	73
179	5370	6	2159	68
180	5400	5	2162	67
181	5430	6	2162	68
182	5460	6	2162	69
183	5490	6	2162	71
184	5520	6	2163	74
185	5550	6	2172	67
186	5580	5	2181	64
187	5610	6	2188	59
188	5640	6	2191	59
189	5670	5	2193	62
190	5700	5	2193	63
191	5730	5	2193	64
192	5760	5	2193	67
193	5790	5	2193	69
194	5820	5	2202	63
195	5850	5	2210	59
196	5880	5	2214	55
197	5910	5	2216	58
198	5940	4	2217	60
199	5970	4	2217	60
200	6000	4	2217	64
201	6030	4	2217	68
202	6060	4	2222	67
203	6090	4	2232	59
204	6120	4	2240	50
205	6150	4	2245	46
206	6180	4	2246	44
207	6210	4	2247	45
208	6240	5	2247	46
209	6270	5	2247	48
210	6300	5	2247	52
211	6330	4	2252	47
212	6360	4	2255	47
213	6390	4	2261	44
214	6420	5	2265	42
215	6450	5	2267	40
216	6480	5	2267	42
217	6510	5	2267	45
218	6540	5	2267	46
219	6570	5	2267	47
220	6600	5	2272	43
221	6630	5	2274	42
222	6660	5	2274	44
223	6690	4	2277	43
224	6720	3	2277	45
225	6750	2	2277	47
226	6780	2	2277	49
227	6810	2	2277	50
228	6840	2	2278	51
229	6870	4	2284	44
230	6900	4	2292	39
231	6930	3	2295	37
232	6960	3	2296	41
233	6990	3	2297	40
234	7020	4	2297	44
