	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1175	1
2	60	11	1201	21
3	90	61	1092	109
4	120	91	959	242
5	150	116	857	348
6	180	136	811	417
7	210	141	792	457
8	240	141	805	465
9	270	142	837	466
10	300	150	866	467
11	330	214	813	483
12	360	284	742	513
13	390	325	690	554
14	420	365	643	583
15	450	382	636	600
16	480	382	652	605
17	510	382	663	606
18	540	382	683	607
19	570	407	683	597
20	600	476	635	537
21	630	534	577	420
22	660	566	548	318
23	690	590	521	254
24	720	595	529	216
25	750	595	542	205
26	780	595	557	203
27	810	598	575	204
28	840	634	560	191
29	870	684	531	170
30	900	727	495	143
31	930	755	475	114
32	960	765	481	98
33	990	769	494	94
34	1020	769	510	95
35	1050	769	520	93
36	1080	784	529	92
37	1110	830	493	84
38	1140	868	461	77
39	1170	903	442	70
40	1200	922	439	61
41	1230	933	443	52
42	1260	934	448	51
43	1290	934	466	51
44	1320	934	487	51
45	1350	958	478	49
46	1380	1011	436	53
47	1410	1053	403	46
48	1440	1074	393	40
49	1470	1090	393	40
50	1500	1093	403	39
51	1530	1093	416	37
52	1560	1093	428	37
53	1590	1098	438	36
54	1620	1143	412	36
55	1650	1180	383	33
56	1680	1212	356	33
57	1710	1228	351	30
58	1740	1233	352	33
59	1770	1234	369	33
60	1800	1234	378	33
61	1830	1234	391	33
62	1860	1247	394	32
63	1890	1277	370	28
64	1920	1310	346	31
65	1950	1334	333	36
66	1980	1347	324	38
67	2010	1349	329	38
68	2040	1350	342	39
69	2070	1350	354	40
70	2100	1352	363	40
71	2130	1373	352	39
72	2160	1415	315	40
73	2190	1434	303	41
74	2220	1453	282	47
75	2250	1456	288	47
76	2280	1456	301	46
77	2310	1456	316	48
78	2340	1456	332	48
79	2370	1470	336	49
80	2400	1511	297	53
81	2430	1536	284	49
82	2460	1570	250	50
83	2490	1579	252	49
84	2520	1586	252	45
85	2550	1586	262	45
86	2580	1586	272	44
87	2610	1586	278	45
88	2640	1600	270	46
89	2670	1624	252	47
90	2700	1645	238	42
91	2730	1659	230	39
92	2760	1665	232	34
93	2790	1668	233	34
94	2820	1668	235	32
95	2850	1668	241	33
96	2880	1673	246	34
97	2910	1701	221	29
98	2940	1715	212	29
99	2970	1727	208	26
100	3000	1735	203	22
101	3030	1736	209	23
102	3060	1737	211	22
103	3090	1737	222	22
104	3120	1738	223	23
105	3150	1746	224	22
106	3180	1772	202	20
107	3210	1788	189	21
108	3240	1799	182	18
109	3270	1804	181	19
110	3300	1806	191	19
111	3330	1806	197	19
112	3360	1806	210	18
113	3390	1806	214	17
114	3420	1819	206	19
115	3450	1842	185	21
116	3480	1855	175	24
117	3510	1868	166	23
118	3540	1873	162	23
119	3570	1873	170	23
120	3600	1873	170	26
121	3630	1873	174	26
122	3660	1875	179	26
123	3690	1900	165	26
124	3720	1915	155	24
125	3750	1925	148	26
126	3780	1934	147	24
127	3810	1936	147	25
128	3840	1937	151	26
129	3870	1937	154	26
130	3900	1937	166	26
131	3930	1948	158	26
132	3960	1964	145	25
133	3990	1978	134	19
134	4020	1989	124	20
135	4050	1989	130	19
136	4080	1990	131	20
137	4110	1990	136	17
138	4140	1990	147	17
139	4170	1993	152	17
140	4200	2009	138	18
141	4230	2023	129	19
142	4260	2030	126	17
143	4290	2041	117	18
144	4320	2042	121	17
145	4350	2042	124	16
146	4380	2042	129	16
147	4410	2042	135	16
148	4440	2052	131	15
149	4470	2066	120	13
150	4500	2073	112	13
151	4530	2080	104	11
152	4560	2084	103	11
153	4590	2085	106	11
154	4620	2086	108	11
155	4650	2086	110	11
156	4680	2087	110	11
157	4710	2098	102	11
158	4740	2112	88	11
159	4770	2121	79	10
160	4800	2128	75	11
161	4830	2133	70	10
162	4860	2134	69	9
163	4890	2134	70	9
164	4920	2134	73	9
165	4950	2137	73	9
166	4980	2149	65	8
167	5010	2159	57	10
168	5040	2162	56	8
169	5070	2164	57	8
170	5100	2165	57	7
171	5130	2165	58	7
172	5160	2165	60	7
173	5190	2165	60	7
174	5220	2168	60	6
175	5250	2176	55	5
176	5280	2183	49	4
177	5310	2185	48	4
178	5340	2187	49	3
179	5370	2187	52	3
180	5400	2187	56	3
181	5430	2187	58	3
182	5460	2187	60	3
183	5490	2192	58	3
184	5520	2197	55	1
185	5550	2202	54	1
186	5580	2207	49	1
187	5610	2209	48	1
188	5640	2209	51	1
189	5670	2209	53	1
190	5700	2209	55	1
191	5730	2210	55	1
192	5760	2222	45	1
193	5790	2225	42	3
194	5820	2227	41	3
195	5850	2229	38	5
196	5880	2229	39	6
197	5910	2229	40	6
198	5940	2229	42	6
199	5970	2229	45	6
200	6000	2233	43	6
201	6030	2237	40	6
202	6060	2244	33	7
203	6090	2248	29	7
204	6120	2249	29	7
205	6150	2249	30	7
206	6180	2249	30	7
207	6210	2249	30	7
208	6240	2249	30	7
209	6270	2252	28	8
210	6300	2252	30	5
211	6330	2254	30	5
212	6360	2255	28	5
213	6390	2255	29	3
214	6420	2255	29	3
215	6450	2255	32	3
216	6480	2255	34	3
217	6510	2256	38	3
218	6540	2259	35	3
219	6570	2264	33	3
220	6600	2269	28	4
221	6630	2269	28	4
222	6660	2269	28	4
223	6690	2269	29	4
224	6720	2269	30	4
225	6750	2269	30	4
226	6780	2271	29	3
227	6810	2273	27	3
228	6840	2276	23	4
229	6870	2276	22	4
230	6900	2277	23	4
231	6930	2278	24	4
232	6960	2278	26	4
233	6990	2278	27	4
234	7020	2282	26	4
235	7050	2285	23	4
236	7080	2287	21	3
237	7110	2289	18	4
238	7140	2290	17	3
239	7170	2290	20	4
240	7200	2290	20	4
241	7230	2290	21	4
242	7260	2291	21	4
243	7290	2294	18	4
244	7320	2298	16	4
245	7350	2298	16	4
246	7380	2298	17	4
247	7410	2298	17	3
248	7440	2298	20	3
249	7470	2298	21	3
250	7500	2298	21	3
251	7530	2298	21	3
252	7560	2301	19	3
253	7590	2304	16	3
254	7620	2306	14	3
255	7650	2307	13	3
256	7680	2307	13	2
257	7710	2307	13	2
258	7740	2307	13	2
259	7770	2307	12	3
260	7800	2309	11	3
261	7830	2309	11	3
262	7860	2309	10	4
263	7890	2310	9	3
264	7920	2310	10	3
265	7950	2310	10	3
266	7980	2310	11	3
