	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1168	0	2
2	60	1168	16	25
3	90	1084	48	109
4	120	932	81	259
5	150	809	110	373
6	180	739	134	447
7	210	718	137	483
8	240	724	138	489
9	270	748	138	491
10	300	763	139	495
11	330	730	188	503
12	360	649	256	539
13	390	578	310	577
14	420	523	346	611
15	450	510	367	618
16	480	516	370	624
17	510	538	370	625
18	540	553	370	624
19	570	576	370	609
20	600	565	399	535
21	630	528	449	413
22	660	491	487	310
23	690	462	514	229
24	720	459	525	195
25	750	461	528	188
26	780	474	530	186
27	810	486	530	184
28	840	500	530	181
29	870	476	569	159
30	900	435	615	119
31	930	417	644	84
32	960	399	669	78
33	990	397	683	74
34	1020	411	684	73
35	1050	438	684	73
36	1080	448	684	74
37	1110	462	685	71
38	1140	441	719	68
39	1170	400	773	55
40	1200	374	806	49
41	1230	376	826	43
42	1260	378	831	44
43	1290	385	832	43
44	1320	403	833	42
45	1350	415	833	43
46	1380	420	835	42
47	1410	410	859	41
48	1440	376	904	38
49	1470	349	942	37
50	1500	332	960	37
51	1530	330	972	37
52	1560	340	975	37
53	1590	355	976	36
54	1620	365	976	36
55	1650	375	977	31
56	1680	357	1007	31
57	1710	331	1041	29
58	1740	301	1074	33
59	1770	287	1095	34
60	1800	295	1103	30
61	1830	300	1105	32
62	1860	317	1105	32
63	1890	326	1105	30
64	1920	333	1108	30
65	1950	325	1129	28
66	1980	303	1158	27
67	2010	278	1185	29
68	2040	266	1203	30
69	2070	265	1211	33
70	2100	271	1212	33
71	2130	284	1212	33
72	2160	294	1212	31
73	2190	296	1217	31
74	2220	288	1241	28
75	2250	268	1267	29
76	2280	256	1287	29
77	2310	254	1296	32
78	2340	262	1300	30
79	2370	266	1300	28
80	2400	269	1301	29
81	2430	280	1301	28
82	2460	284	1306	28
83	2490	266	1329	27
84	2520	250	1355	30
85	2550	236	1374	28
86	2580	231	1383	26
87	2610	235	1388	26
88	2640	245	1388	26
89	2670	251	1388	29
90	2700	262	1388	28
91	2730	275	1389	28
92	2760	256	1417	22
93	2790	233	1446	22
94	2820	214	1468	19
95	2850	209	1479	21
96	2880	207	1482	23
97	2910	215	1485	22
98	2940	217	1485	22
99	2970	226	1485	22
100	3000	229	1487	24
101	3030	222	1502	18
102	3060	208	1523	15
103	3090	197	1536	15
104	3120	195	1548	16
105	3150	194	1552	19
106	3180	196	1552	17
107	3210	202	1552	17
108	3240	209	1552	17
109	3270	213	1552	17
110	3300	207	1568	17
111	3330	191	1589	17
112	3360	182	1600	15
113	3390	174	1615	14
