	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1166	0
2	60	11	1165	23
3	90	35	1076	117
4	120	69	932	258
5	150	104	815	361
6	180	117	750	438
7	210	127	730	469
8	240	129	737	478
9	270	130	756	480
10	300	132	772	482
11	330	173	731	497
12	360	240	659	534
13	390	285	596	573
14	420	318	542	608
15	450	340	514	631
16	480	343	521	638
17	510	344	541	638
18	540	344	558	638
19	570	349	572	627
20	600	389	553	554
21	630	455	488	424
22	660	494	452	328
23	690	518	430	260
24	720	534	422	223
25	750	535	441	217
26	780	535	449	216
27	810	535	461	214
28	840	538	475	205
29	870	577	450	174
30	900	623	417	135
31	930	656	397	102
32	960	683	388	81
33	990	691	392	74
34	1020	695	401	73
35	1050	695	415	74
36	1080	695	426	75
37	1110	699	442	69
38	1140	732	417	62
39	1170	779	376	56
40	1200	807	360	44
41	1230	827	350	38
42	1260	836	347	40
43	1290	839	350	41
44	1320	839	373	40
45	1350	839	388	41
46	1380	843	402	45
47	1410	871	393	43
48	1440	917	358	40
49	1470	949	330	44
50	1500	965	320	44
51	1530	974	319	46
52	1560	974	329	45
53	1590	974	345	44
54	1620	974	356	44
55	1650	981	357	41
56	1680	1021	331	37
57	1710	1055	304	39
58	1740	1081	282	39
59	1770	1097	272	36
60	1800	1103	274	36
61	1830	1103	279	36
62	1860	1105	287	36
63	1890	1105	296	33
64	1920	1113	295	31
65	1950	1134	287	33
66	1980	1164	264	29
67	2010	1179	258	29
68	2040	1189	249	32
69	2070	1196	251	33
70	2100	1196	256	33
71	2130	1196	265	33
72	2160	1196	276	33
73	2190	1198	283	32
74	2220	1224	267	29
75	2250	1253	248	30
76	2280	1281	226	30
77	2310	1286	225	29
78	2340	1287	227	30
79	2370	1287	229	28
80	2400	1287	238	27
81	2430	1287	251	27
82	2460	1297	250	24
83	2490	1321	230	22
84	2520	1337	219	20
85	2550	1348	212	20
86	2580	1356	212	20
87	2610	1361	215	22
88	2640	1361	223	23
89	2670	1361	231	23
90	2700	1361	242	23
91	2730	1368	237	24
92	2760	1395	216	21
93	2790	1416	205	20
94	2820	1438	185	21
95	2850	1447	181	20
96	2880	1449	185	21
97	2910	1449	195	22
98	2940	1449	201	22
99	2970	1449	207	22
100	3000	1455	212	21
101	3030	1475	200	19
102	3060	1495	184	20
103	3090	1512	168	21
104	3120	1515	170	22
105	3150	1519	171	21
106	3180	1519	181	22
107	3210	1519	185	22
108	3240	1519	194	21
109	3270	1528	189	20
110	3300	1544	173	21
111	3330	1565	162	20
112	3360	1584	146	19
113	3390	1587	151	19
114	3420	1588	157	18
115	3450	1588	159	18
116	3480	1588	161	18
117	3510	1588	169	19
118	3540	1595	171	19
119	3570	1616	158	16
120	3600	1630	141	18
121	3630	1637	139	14
122	3660	1639	143	13
123	3690	1640	148	13
124	3720	1640	152	13
125	3750	1640	158	15
126	3780	1640	166	15
