	time	alive	necrotic	apoptotic
122	3660	151	1647	13
123	3690	159	1648	13
124	3720	148	1664	11
125	3750	131	1682	12
126	3780	126	1691	12
127	3810	123	1697	13
128	3840	122	1700	13
129	3870	125	1701	13
130	3900	130	1701	13
131	3930	134	1701	12
132	3960	134	1703	13
133	3990	121	1718	11
134	4020	113	1727	11
135	4050	110	1734	10
136	4080	106	1742	10
137	4110	108	1743	10
138	4140	111	1744	11
139	4170	115	1744	11
140	4200	119	1744	11
141	4230	118	1749	11
142	4260	106	1764	12
143	4290	102	1771	11
144	4320	107	1774	11
145	4350	111	1778	11
146	4380	117	1780	11
147	4410	119	1780	11
148	4440	121	1780	12
149	4470	127	1780	11
150	4500	116	1792	12
151	4530	110	1801	11
152	4560	106	1811	9
153	4590	105	1815	9
154	4620	104	1816	9
155	4650	105	1817	8
156	4680	109	1818	8
157	4710	116	1818	8
158	4740	120	1820	10
159	4770	112	1829	10
160	4800	101	1843	10
161	4830	98	1848	9
162	4860	99	1850	9
163	4890	99	1852	9
164	4920	100	1852	9
165	4950	106	1852	8
166	4980	110	1852	8
167	5010	114	1854	7
168	5040	107	1862	7
169	5070	105	1870	7
170	5100	97	1881	8
171	5130	92	1887	7
172	5160	91	1889	8
173	5190	94	1889	8
174	5220	97	1889	9
175	5250	102	1889	9
176	5280	102	1894	7
177	5310	92	1905	8
178	5340	84	1919	7
179	5370	79	1922	10
180	5400	79	1926	11
181	5430	83	1927	11
182	5460	85	1927	11
183	5490	87	1927	11
184	5520	88	1928	11
185	5550	78	1941	11
186	5580	71	1950	12
187	5610	68	1957	11
188	5640	70	1959	12
189	5670	70	1959	13
190	5700	75	1959	12
191	5730	76	1959	13
192	5760	81	1959	13
193	5790	82	1962	12
194	5820	79	1969	10
195	5850	74	1975	10
196	5880	76	1978	8
197	5910	73	1982	6
198	5940	72	1984	7
199	5970	76	1984	7
200	6000	77	1984	7
201	6030	77	1984	7
202	6060	75	1988	8
203	6090	71	1994	8
204	6120	67	2000	8
205	6150	66	2003	8
206	6180	69	2004	8
207	6210	69	2006	7
208	6240	70	2006	5
209	6270	72	2006	6
210	6300	77	2007	6
211	6330	76	2014	6
212	6360	70	2024	5
213	6390	67	2028	5
214	6420	62	2033	7
215	6450	63	2035	6
216	6480	64	2035	6
217	6510	67	2035	6
218	6540	67	2035	7
219	6570	67	2035	6
220	6600	61	2046	5
221	6630	54	2051	8
222	6660	50	2055	9
223	6690	44	2061	10
224	6720	45	2062	10
225	6750	51	2062	10
226	6780	52	2062	9
227	6810	55	2062	9
228	6840	59	2062	9
229	6870	57	2066	10
230	6900	56	2069	10
231	6930	55	2072	9
232	6960	56	2072	9
233	6990	59	2072	9
234	7020	60	2072	10
235	7050	60	2072	10
236	7080	64	2072	11
237	7110	66	2073	11
238	7140	60	2079	11
239	7170	59	2083	9
240	7200	53	2088	10
241	7230	55	2089	10
242	7260	55	2090	10
243	7290	55	2090	11
244	7320	57	2090	11
245	7350	57	2091	11
246	7380	54	2094	10
247	7410	53	2098	10
248	7440	52	2101	11
249	7470	51	2102	13
250	7500	52	2103	13
251	7530	54	2103	12
252	7560	58	2103	11
253	7590	59	2103	10
254	7620	58	2105	10
255	7650	54	2110	9
256	7680	51	2113	8
257	7710	45	2119	7
258	7740	42	2123	7
259	7770	43	2123	7
260	7800	45	2123	6
261	7830	47	2123	6
262	7860	47	2123	7
263	7890	48	2126	7
264	7920	48	2128	7
265	7950	44	2133	6
266	7980	42	2135	6
