	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1182	0	1
2	60	1170	17	28
3	90	1071	49	128
4	120	956	80	243
5	150	852	108	344
6	180	790	127	422
7	210	769	130	458
8	240	782	130	468
9	270	799	130	472
10	300	806	137	474
11	330	764	192	484
12	360	689	259	516
13	390	618	301	557
14	420	573	346	581
15	450	560	369	596
16	480	572	373	604
17	510	590	373	604
18	540	607	373	605
19	570	611	382	589
20	600	567	439	518
21	630	526	491	415
22	660	497	525	324
23	690	475	553	252
24	720	465	570	215
25	750	478	571	206
26	780	506	571	201
27	810	524	571	199
28	840	512	593	194
29	870	464	652	170
30	900	437	685	145
31	930	408	721	122
32	960	403	740	105
33	990	420	740	97
34	1020	436	741	97
35	1050	445	741	95
36	1080	452	747	93
37	1110	433	777	84
38	1140	404	817	72
39	1170	375	854	64
40	1200	364	883	57
41	1230	359	892	53
42	1260	375	895	49
43	1290	383	895	51
44	1320	399	895	51
45	1350	403	905	48
46	1380	391	934	45
47	1410	364	970	37
48	1440	339	996	39
49	1470	331	1011	43
50	1500	336	1018	44
51	1530	347	1022	45
52	1560	363	1022	45
53	1590	371	1022	45
54	1620	365	1040	46
55	1650	344	1073	47
56	1680	309	1111	49
57	1710	297	1135	48
58	1740	289	1150	43
59	1770	293	1155	43
60	1800	298	1155	40
61	1830	312	1155	40
62	1860	321	1158	41
63	1890	314	1178	40
64	1920	306	1198	39
65	1950	281	1229	35
66	1980	273	1246	32
67	2010	277	1250	32
68	2040	280	1251	31
69	2070	287	1251	32
70	2100	292	1251	33
71	2130	294	1256	33
72	2160	279	1283	33
73	2190	248	1322	32
74	2220	233	1338	30
75	2250	226	1347	32
76	2280	233	1350	34
77	2310	240	1352	35
78	2340	246	1352	35
79	2370	249	1352	36
80	2400	250	1360	34
81	2430	228	1388	35
82	2460	211	1410	32
83	2490	193	1430	32
84	2520	194	1437	31
85	2550	196	1440	31
86	2580	202	1440	30
87	2610	215	1440	29
88	2640	222	1442	29
89	2670	211	1460	27
90	2700	186	1485	27
91	2730	174	1510	23
92	2760	168	1518	21
93	2790	171	1520	20
94	2820	173	1522	18
95	2850	176	1522	19
96	2880	186	1522	18
97	2910	190	1523	18
98	2940	177	1536	17
99	2970	164	1555	16
100	3000	159	1564	14
101	3030	157	1567	16
102	3060	153	1574	17
103	3090	152	1577	20
104	3120	158	1577	20
105	3150	164	1577	21
106	3180	160	1583	22
107	3210	151	1595	17
108	3240	142	1609	20
109	3270	130	1621	23
110	3300	123	1629	25
111	3330	126	1630	26
112	3360	134	1630	25
113	3390	138	1630	25
114	3420	146	1630	25
115	3450	143	1638	24
116	3480	127	1656	26
117	3510	118	1670	28
118	3540	111	1676	26
119	3570	111	1678	24
120	3600	112	1679	22
121	3630	117	1679	21
122	3660	119	1679	21
123	3690	123	1681	20
124	3720	119	1690	19
125	3750	104	1707	18
126	3780	93	1720	12
127	3810	89	1725	10
128	3840	90	1727	9
129	3870	91	1728	9
130	3900	92	1728	9
131	3930	97	1728	9
132	3960	101	1728	9
133	3990	96	1735	7
134	4020	81	1749	10
135	4050	73	1758	10
136	4080	68	1763	11
137	4110	69	1764	11
138	4140	71	1764	12
139	4170	72	1765	12
140	4200	76	1765	12
141	4230	71	1771	12
142	4260	67	1777	10
143	4290	65	1780	12
144	4320	59	1787	12
145	4350	57	1792	12
146	4380	59	1792	12
147	4410	61	1792	12
148	4440	62	1792	12
149	4470	63	1792	12
150	4500	66	1793	13
151	4530	56	1803	10
152	4560	54	1807	9
153	4590	51	1811	7
154	4620	50	1814	6
