	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1176	0
2	60	35	1172	13
3	90	126	1070	47
4	120	236	960	81
5	150	338	861	108
6	180	408	794	126
7	210	445	782	132
8	240	453	798	134
9	270	457	825	134
10	300	459	846	137
11	330	478	791	200
12	360	513	730	254
13	390	550	664	310
14	420	577	623	344
15	450	603	604	358
16	480	619	608	361
17	510	621	627	362
18	540	623	645	362
19	570	600	643	381
20	600	536	596	434
21	630	442	551	489
22	660	345	511	532
23	690	281	490	557
24	720	240	498	559
25	750	227	514	560
26	780	223	537	560
27	810	222	553	561
28	840	211	545	588
29	870	178	523	640
30	900	146	490	690
31	930	131	458	726
32	960	109	453	742
33	990	93	461	744
34	1020	89	479	744
35	1050	88	491	744
36	1080	87	511	747
37	1110	82	499	775
38	1140	67	466	823
39	1170	62	433	864
40	1200	60	422	886
41	1230	61	420	897
42	1260	60	436	899
43	1290	60	455	900
44	1320	59	470	900
45	1350	55	477	912
46	1380	61	439	957
47	1410	64	389	1011
48	1440	55	383	1030
49	1470	53	372	1049
50	1500	55	362	1062
51	1530	55	378	1065
52	1560	58	389	1066
53	1590	57	404	1066
54	1620	54	393	1090
55	1650	58	373	1124
56	1680	49	339	1162
57	1710	48	318	1191
58	1740	44	307	1208
59	1770	45	308	1214
60	1800	45	318	1214
61	1830	46	328	1214
62	1860	47	334	1214
63	1890	44	325	1235
64	1920	36	296	1271
65	1950	41	271	1297
66	1980	40	269	1311
67	2010	38	260	1325
68	2040	41	265	1326
69	2070	39	281	1327
70	2100	38	293	1327
71	2130	38	301	1332
72	2160	38	282	1364
73	2190	36	258	1394
74	2220	35	237	1416
75	2250	37	226	1430
76	2280	39	233	1436
77	2310	39	242	1436
78	2340	38	251	1437
79	2370	37	254	1437
80	2400	34	245	1451
81	2430	33	232	1474
82	2460	31	216	1491
83	2490	28	208	1505
84	2520	26	203	1513
85	2550	24	206	1516
86	2580	24	212	1520
87	2610	23	221	1520
88	2640	24	226	1520
89	2670	24	217	1529
90	2700	21	214	1544
91	2730	20	208	1558
92	2760	20	198	1568
93	2790	19	203	1572
94	2820	21	206	1573
95	2850	21	213	1573
96	2880	21	220	1573
97	2910	22	223	1573
98	2940	21	209	1594
99	2970	21	189	1617
100	3000	20	174	1636
101	3030	21	171	1644
102	3060	21	170	1645
103	3090	23	175	1646
104	3120	23	184	1646
105	3150	22	194	1646
106	3180	21	193	1650
107	3210	24	172	1669
108	3240	24	165	1684
109	3270	22	153	1697
110	3300	20	148	1706
111	3330	19	152	1708
112	3360	20	156	1710
113	3390	20	164	1710
114	3420	20	172	1710
115	3450	22	171	1718
116	3480	21	157	1734
117	3510	20	154	1745
118	3540	20	151	1751
119	3570	22	153	1760
120	3600	20	157	1764
121	3630	20	161	1765
122	3660	20	166	1765
123	3690	20	169	1766
124	3720	16	162	1779
125	3750	17	145	1797
126	3780	19	130	1814
127	3810	21	120	1826
128	3840	21	120	1831
129	3870	19	125	1832
130	3900	18	129	1832
131	3930	17	135	1832
132	3960	15	137	1832
133	3990	15	131	1843
134	4020	15	124	1856
135	4050	15	123	1858
136	4080	13	116	1865
137	4110	15	115	1866
138	4140	15	116	1866
139	4170	15	121	1866
140	4200	15	125	1866
141	4230	15	128	1867
142	4260	14	111	1888
143	4290	10	111	1894
144	4320	10	103	1902
145	4350	9	103	1906
146	4380	9	107	1906
147	4410	9	112	1906
148	4440	9	114	1906
149	4470	9	117	1907
150	4500	9	110	1917
151	4530	9	105	1926
152	4560	8	94	1937
153	4590	7	92	1941
154	4620	6	92	1944
155	4650	6	95	1944
156	4680	6	99	1944
157	4710	6	103	1944
158	4740	6	105	1944
159	4770	5	93	1959
160	4800	5	85	1969
161	4830	4	87	1970
162	4860	4	84	1974
163	4890	4	83	1977
164	4920	4	84	1977
165	4950	4	86	1977
166	4980	5	90	1977
167	5010	4	91	1977
168	5040	5	88	1985
169	5070	4	84	1993
170	5100	4	82	1997
171	5130	4	81	2000
172	5160	5	80	2001
173	5190	6	80	2001
174	5220	6	83	2001
175	5250	6	84	2001
176	5280	6	83	2004
177	5310	6	81	2010
178	5340	6	78	2016
179	5370	5	74	2022
180	5400	6	74	2022
181	5430	6	76	2022
182	5460	6	82	2022
183	5490	5	82	2022
184	5520	5	82	2023
185	5550	4	79	2029
186	5580	4	74	2035
187	5610	5	72	2039
188	5640	4	66	2047
189	5670	3	64	2049
190	5700	3	63	2049
191	5730	3	63	2050
192	5760	3	66	2050
193	5790	4	64	2053
194	5820	5	52	2065
195	5850	6	49	2070
196	5880	6	45	2075
197	5910	5	45	2077
198	5940	5	47	2078
199	5970	5	48	2078
