	time	apoptotic	alive	necrotic
200	6000	5	49	2078
201	6030	5	50	2078
202	6060	5	49	2080
203	6090	6	47	2085
204	6120	6	44	2088
205	6150	7	45	2088
206	6180	7	44	2090
207	6210	6	47	2090
208	6240	6	47	2090
209	6270	6	49	2090
210	6300	7	51	2090
211	6330	5	51	2092
212	6360	5	47	2096
213	6390	5	45	2099
214	6420	6	40	2104
215	6450	6	40	2105
216	6480	6	40	2105
217	6510	6	40	2105
218	6540	6	44	2105
219	6570	6	42	2107
220	6600	5	40	2109
221	6630	5	38	2112
222	6660	5	38	2112
223	6690	4	39	2114
224	6720	7	36	2115
225	6750	7	36	2115
226	6780	7	38	2115
227	6810	8	39	2115
228	6840	7	38	2117
229	6870	7	36	2121
230	6900	6	32	2127
231	6930	5	34	2129
232	6960	5	32	2131
233	6990	5	32	2131
234	7020	5	33	2131
235	7050	5	35	2131
236	7080	6	34	2131
237	7110	6	33	2132
238	7140	6	33	2132
239	7170	5	31	2134
240	7200	5	31	2136
241	7230	3	28	2139
242	7260	3	28	2140
243	7290	3	28	2140
244	7320	3	30	2140
245	7350	2	30	2141
246	7380	3	28	2145
247	7410	3	26	2149
248	7440	4	24	2151
249	7470	5	21	2153
250	7500	5	21	2153
251	7530	5	23	2153
252	7560	5	23	2153
253	7590	5	25	2153
254	7620	4	26	2153
255	7650	4	21	2159
256	7680	4	20	2161
257	7710	4	20	2162
258	7740	3	21	2162
259	7770	4	22	2162
260	7800	4	23	2162
261	7830	4	23	2162
262	7860	4	24	2162
263	7890	4	24	2164
264	7920	3	21	2168
265	7950	2	20	2170
266	7980	1	19	2171
