	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	3	0
2	60	1175	27	13
3	90	1079	122	45
4	120	961	246	76
5	150	859	342	117
6	180	802	405	138
7	210	792	439	141
8	240	810	446	141
9	270	833	451	141
10	300	845	453	147
11	330	787	467	222
12	360	696	503	300
13	390	630	542	348
14	420	588	579	375
15	450	583	592	391
16	480	605	595	393
17	510	627	595	393
18	540	645	598	393
19	570	653	584	406
20	600	604	508	464
21	630	544	403	526
22	660	499	315	577
23	690	491	249	599
24	720	495	214	604
25	750	504	206	604
26	780	524	200	605
27	810	541	199	609
28	840	530	188	637
29	870	494	159	687
30	900	460	127	725
31	930	443	101	758
32	960	429	85	775
33	990	445	82	776
34	1020	462	82	778
35	1050	480	83	778
36	1080	492	80	781
37	1110	474	75	809
38	1140	419	69	863
39	1170	399	60	895
40	1200	385	53	914
41	1230	381	53	924
42	1260	389	54	926
43	1290	405	54	927
44	1320	427	53	927
45	1350	419	53	937
46	1380	394	51	975
47	1410	366	43	1022
48	1440	349	45	1045
49	1470	334	43	1066
50	1500	341	45	1075
51	1530	351	45	1078
52	1560	360	44	1079
53	1590	364	46	1079
54	1620	368	46	1092
55	1650	345	44	1121
56	1680	320	41	1153
57	1710	313	42	1174
58	1740	314	42	1184
59	1770	316	41	1189
60	1800	325	42	1190
61	1830	335	42	1190
62	1860	342	45	1191
63	1890	332	44	1212
64	1920	298	47	1252
65	1950	273	43	1282
66	1980	258	46	1306
67	2010	256	43	1316
68	2040	262	43	1318
69	2070	273	43	1318
70	2100	286	40	1318
71	2130	288	39	1326
72	2160	264	35	1359
73	2190	246	32	1385
74	2220	240	31	1398
75	2250	224	27	1415
76	2280	227	27	1419
77	2310	232	27	1419
78	2340	235	27	1419
79	2370	244	24	1419
80	2400	238	25	1431
81	2430	217	19	1459
82	2460	197	19	1485
83	2490	188	18	1496
84	2520	184	21	1502
85	2550	184	21	1507
86	2580	189	23	1507
87	2610	196	23	1507
88	2640	202	25	1507
89	2670	190	26	1521
90	2700	177	26	1542
91	2730	164	25	1559
92	2760	156	27	1567
93	2790	160	27	1568
94	2820	164	27	1569
95	2850	172	26	1569
96	2880	181	26	1569
97	2910	194	26	1569
98	2940	189	26	1579
99	2970	168	25	1601
100	3000	159	21	1614
101	3030	162	20	1621
102	3060	169	20	1622
103	3090	178	18	1622
104	3120	190	18	1622
105	3150	199	17	1622
106	3180	197	16	1626
107	3210	190	17	1640
108	3240	175	17	1661
109	3270	169	16	1667
110	3300	169	16	1671
111	3330	174	16	1671
112	3360	183	16	1671
113	3390	185	16	1671
114	3420	191	16	1671
115	3450	190	15	1680
116	3480	176	15	1704
117	3510	163	17	1719
118	3540	156	18	1731
119	3570	156	16	1734
120	3600	161	17	1734
121	3630	165	17	1734
122	3660	171	17	1734
123	3690	183	16	1735
124	3720	174	16	1746
125	3750	162	14	1762
126	3780	157	12	1777
127	3810	146	14	1786
128	3840	145	15	1789
129	3870	152	16	1789
130	3900	157	16	1789
131	3930	163	16	1789
132	3960	168	17	1791
133	3990	162	16	1803
134	4020	144	16	1822
135	4050	139	15	1837
136	4080	139	14	1843
137	4110	140	13	1846
138	4140	146	14	1846
139	4170	152	14	1846
