	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1178	0	0
2	60	1181	15	25
3	90	1081	50	138
4	120	937	87	273
5	150	830	114	377
6	180	771	126	451
7	210	739	132	492
8	240	761	134	499
9	270	782	134	500
10	300	793	136	502
11	330	750	184	510
12	360	665	254	555
13	390	606	301	591
14	420	574	336	607
15	450	541	360	630
16	480	547	366	640
17	510	563	368	643
18	540	580	368	643
19	570	593	371	627
20	600	563	415	543
21	630	513	475	420
22	660	476	517	326
23	690	453	545	255
24	720	456	555	203
25	750	470	559	196
26	780	484	559	197
27	810	507	559	194
28	840	516	564	193
29	870	501	601	159
30	900	442	669	130
31	930	427	691	112
32	960	413	719	95
33	990	410	729	92
34	1020	413	730	91
35	1050	429	730	92
36	1080	440	730	94
37	1110	457	731	91
38	1140	444	761	84
39	1170	402	814	71
40	1200	365	859	63
41	1230	347	884	64
42	1260	346	891	61
43	1290	358	892	60
44	1320	373	892	61
45	1350	382	892	62
46	1380	386	896	60
47	1410	367	925	58
48	1440	330	971	49
49	1470	309	1000	51
50	1500	297	1022	45
51	1530	299	1026	45
52	1560	310	1026	44
53	1590	322	1026	41
54	1620	331	1026	40
55	1650	341	1031	39
56	1680	316	1072	35
57	1710	284	1108	35
58	1740	269	1127	38
59	1770	272	1136	37
60	1800	273	1141	38
61	1830	280	1142	37
62	1860	294	1142	37
63	1890	310	1142	36
64	1920	317	1144	36
65	1950	301	1174	36
66	1980	276	1210	30
67	2010	258	1231	31
68	2040	247	1247	29
69	2070	254	1252	30
70	2100	258	1252	32
71	2130	262	1253	32
72	2160	272	1253	32
73	2190	281	1257	31
74	2220	254	1290	33
75	2250	233	1313	32
76	2280	206	1340	32
77	2310	201	1350	34
78	2340	204	1353	36
79	2370	211	1353	36
80	2400	218	1353	36
81	2430	223	1353	33
82	2460	230	1356	31
83	2490	221	1374	27
84	2520	205	1394	29
85	2550	198	1410	27
86	2580	201	1416	26
87	2610	204	1419	25
88	2640	211	1419	25
89	2670	221	1419	25
90	2700	228	1419	26
91	2730	228	1426	22
92	2760	212	1448	20
93	2790	185	1476	20
94	2820	179	1487	17
95	2850	179	1491	16
96	2880	179	1495	18
97	2910	178	1495	17
98	2940	184	1495	18
99	2970	202	1495	20
100	3000	206	1498	21
101	3030	198	1512	22
102	3060	178	1535	23
103	3090	175	1546	23
104	3120	172	1555	22
105	3150	174	1557	21
106	3180	179	1557	21
107	3210	186	1557	22
108	3240	191	1557	22
109	3270	193	1561	22
110	3300	177	1582	22
111	3330	161	1601	21
112	3360	143	1616	21
113	3390	145	1620	24
114	3420	146	1621	22
115	3450	149	1621	23
116	3480	153	1621	20
117	3510	155	1621	21
118	3540	150	1628	19
119	3570	132	1647	23
120	3600	124	1657	24
121	3630	121	1667	25
122	3660	121	1671	25
123	3690	125	1671	25
124	3720	131	1671	23
125	3750	137	1671	23
126	3780	142	1671	21
127	3810	142	1677	20
128	3840	133	1691	19
129	3870	129	1697	17
130	3900	123	1705	15
131	3930	123	1709	16
132	3960	126	1709	18
133	3990	132	1709	18
134	4020	139	1709	18
135	4050	144	1709	15
136	4080	137	1717	11
137	4110	136	1728	10
138	4140	131	1736	11
139	4170	127	1745	11
140	4200	132	1748	12
141	4230	136	1749	12
142	4260	142	1749	13
143	4290	148	1749	13
144	4320	154	1750	13
145	4350	150	1756	14
146	4380	142	1768	13
147	4410	131	1783	14
148	4440	131	1788	13
149	4470	133	1791	11
150	4500	139	1792	10
151	4530	145	1792	10
152	4560	154	1792	10
153	4590	158	1792	11
154	4620	152	1807	10
155	4650	138	1825	11
156	4680	123	1843	13
157	4710	121	1847	15
158	4740	126	1850	15
159	4770	135	1850	14
160	4800	140	1850	14
161	4830	147	1850	14
162	4860	151	1850	13
163	4890	141	1864	14
164	4920	128	1882	15
165	4950	114	1895	17
166	4980	102	1906	20
167	5010	98	1911	20
168	5040	105	1911	19
169	5070	106	1911	19
170	5100	110	1911	18
171	5130	112	1911	18
172	5160	107	1917	18
173	5190	96	1929	16
174	5220	94	1932	14
175	5250	86	1941	14
176	5280	87	1941	14
177	5310	91	1941	14
178	5340	96	1941	14
179	5370	97	1941	14
180	5400	99	1941	14
181	5430	93	1954	13
182	5460	89	1960	8
183	5490	85	1968	7
184	5520	83	1970	7
185	5550	82	1972	8
186	5580	85	1972	8
187	5610	87	1972	8
188	5640	91	1972	8
189	5670	90	1973	8
190	5700	82	1981	8
191	5730	78	1988	6
192	5760	66	1999	7
193	5790	66	2001	7
194	5820	67	2001	7
195	5850	68	2001	7
196	5880	71	2001	7
197	5910	75	2001	7
198	5940	76	2002	7
199	5970	69	2009	8
200	6000	57	2019	9
201	6030	55	2021	9
202	6060	54	2023	8
203	6090	54	2023	8
204	6120	55	2023	8
205	6150	58	2023	8
206	6180	61	2023	7
207	6210	60	2025	7
208	6240	60	2030	6
209	6270	52	2037	7
210	6300	51	2039	8
211	6330	48	2042	9
212	6360	50	2042	9
213	6390	52	2042	9
214	6420	52	2042	10
215	6450	53	2042	10
216	6480	53	2045	9
217	6510	55	2046	10
218	6540	49	2054	9
219	6570	49	2058	10
220	6600	51	2060	10
221	6630	56	2060	10
222	6660	59	2060	10
223	6690	62	2060	10
224	6720	66	2060	10
225	6750	69	2063	10
226	6780	59	2073	8
227	6810	55	2079	7
228	6840	52	2082	8
229	6870	49	2085	9
230	6900	50	2085	9
231	6930	50	2085	8
232	6960	54	2085	8
233	6990	57	2085	8
234	7020	57	2089	7
235	7050	47	2099	5
236	7080	45	2101	4
237	7110	40	2107	3
238	7140	41	2108	3
239	7170	39	2109	4
240	7200	43	2110	4
241	7230	44	2110	4
242	7260	44	2110	4
243	7290	44	2111	4
244	7320	40	2116	4
245	7350	38	2118	3
246	7380	38	2121	2
247	7410	38	2122	3
248	7440	38	2124	3
249	7470	40	2124	3
250	7500	42	2124	3
251	7530	42	2124	4
252	7560	41	2126	4
253	7590	38	2130	4
254	7620	37	2133	5
255	7650	31	2139	5
256	7680	33	2139	4
257	7710	35	2139	4
258	7740	36	2139	4
259	7770	35	2139	5
260	7800	35	2139	5
261	7830	31	2144	5
262	7860	28	2148	4
263	7890	26	2150	4
264	7920	23	2153	3
265	7950	24	2153	3
266	7980	24	2153	3
