	time	apoptotic	necrotic	alive
138	4140	7	1848	120
139	4170	7	1849	125
140	4200	7	1849	127
141	4230	7	1850	132
142	4260	7	1850	136
143	4290	7	1864	124
144	4320	7	1876	113
145	4350	6	1883	112
146	4380	6	1889	109
147	4410	6	1893	110
148	4440	6	1893	116
149	4470	6	1893	119
150	4500	6	1893	124
151	4530	6	1894	130
152	4560	5	1907	120
153	4590	6	1927	104
154	4620	8	1931	101
155	4650	9	1939	97
156	4680	11	1940	94
157	4710	11	1941	94
158	4740	11	1941	96
159	4770	11	1941	100
160	4800	12	1943	102
161	4830	12	1950	97
162	4860	12	1960	90
163	4890	13	1968	85
164	4920	15	1972	79
165	4950	16	1972	80
166	4980	18	1973	79
167	5010	18	1973	81
168	5040	18	1973	81
169	5070	18	1976	80
170	5100	16	1984	73
171	5130	15	1994	64
172	5160	14	1999	61
173	5190	11	2002	61
174	5220	11	2004	62
175	5250	11	2004	63
176	5280	11	2004	65
177	5310	10	2004	72
178	5340	9	2010	66
179	5370	8	2019	59
180	5400	8	2025	53
181	5430	6	2029	53
182	5460	5	2030	52
183	5490	3	2030	56
184	5520	3	2030	61
185	5550	3	2030	64
186	5580	3	2031	65
187	5610	3	2033	65
188	5640	5	2039	58
189	5670	6	2042	57
190	5700	6	2046	54
191	5730	6	2047	54
192	5760	6	2047	56
193	5790	6	2047	57
194	5820	6	2047	58
195	5850	6	2048	59
196	5880	6	2052	58
197	5910	6	2060	53
198	5940	6	2064	52
199	5970	5	2066	53
200	6000	5	2067	60
201	6030	5	2067	62
202	6060	5	2067	64
203	6090	5	2067	67
204	6120	5	2068	68
205	6150	3	2072	66
206	6180	3	2074	64
207	6210	3	2079	59
208	6240	3	2080	59
209	6270	3	2082	61
210	6300	3	2082	65
211	6330	3	2082	67
212	6360	3	2082	72
213	6390	4	2087	70
214	6420	3	2095	65
215	6450	3	2104	59
216	6480	4	2111	55
217	6510	4	2113	53
218	6540	4	2113	55
219	6570	4	2113	55
220	6600	4	2113	55
221	6630	4	2113	55
222	6660	4	2116	55
223	6690	4	2121	51
224	6720	2	2125	53
225	6750	4	2126	51
226	6780	5	2128	52
227	6810	5	2130	51
228	6840	6	2130	50
229	6870	6	2130	53
230	6900	6	2130	55
231	6930	5	2133	54
232	6960	5	2138	50
233	6990	5	2145	43
234	7020	5	2146	42
235	7050	5	2146	45
236	7080	5	2147	47
237	7110	5	2147	49
238	7140	5	2147	51
239	7170	6	2147	50
240	7200	7	2151	46
241	7230	8	2155	46
242	7260	8	2156	45
243	7290	7	2157	45
244	7320	7	2159	45
245	7350	6	2159	47
246	7380	6	2159	49
247	7410	6	2159	51
248	7440	6	2160	51
249	7470	6	2166	46
250	7500	5	2170	42
251	7530	5	2173	39
252	7560	5	2174	40
253	7590	6	2174	41
254	7620	6	2174	44
255	7650	6	2174	46
256	7680	5	2174	47
257	7710	5	2177	45
258	7740	4	2183	39
259	7770	1	2184	39
260	7800	2	2185	37
261	7830	3	2187	35
262	7860	3	2187	35
263	7890	3	2187	36
264	7920	3	2187	38
265	7950	3	2187	40
266	7980	4	2190	36
