	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1179	1	0
2	60	1180	25	10
3	90	1074	132	42
4	120	956	256	77
5	150	859	342	106
6	180	795	416	126
7	210	796	438	130
8	240	808	450	131
9	270	831	452	131
10	300	843	456	138
11	330	787	477	194
12	360	697	509	268
13	390	646	540	308
14	420	606	569	341
15	450	597	580	355
16	480	619	584	358
17	510	639	587	358
18	540	659	587	358
19	570	675	576	369
20	600	623	486	439
21	630	580	381	494
22	660	551	294	532
23	690	528	224	562
24	720	540	206	566
25	750	549	192	568
26	780	565	189	568
27	810	585	188	568
28	840	584	172	592
29	870	534	149	646
30	900	491	117	697
31	930	475	97	729
32	960	466	86	747
33	990	467	88	748
34	1020	485	85	749
35	1050	492	87	749
36	1080	505	87	751
37	1110	486	79	781
38	1140	449	74	828
39	1170	428	68	859
40	1200	405	60	892
41	1230	405	57	902
42	1260	415	57	904
43	1290	428	56	905
44	1320	446	58	905
45	1350	444	59	918
46	1380	410	58	965
47	1410	385	53	1002
48	1440	367	53	1028
49	1470	362	47	1042
50	1500	362	44	1051
51	1530	372	43	1054
52	1560	381	41	1054
53	1590	394	42	1055
54	1620	397	41	1073
55	1650	371	40	1113
56	1680	341	42	1146
57	1710	333	41	1164
58	1740	327	40	1179
59	1770	340	43	1180
60	1800	345	42	1181
61	1830	358	40	1181
62	1860	370	40	1182
63	1890	354	38	1205
64	1920	325	43	1239
65	1950	290	47	1280
66	1980	281	47	1299
67	2010	272	47	1315
68	2040	278	47	1316
69	2070	281	49	1316
70	2100	290	48	1316
71	2130	303	48	1318
72	2160	279	48	1349
73	2190	266	41	1374
74	2220	243	41	1397
75	2250	233	40	1413
76	2280	233	37	1417
77	2310	243	37	1417
78	2340	252	37	1417
79	2370	259	37	1417
80	2400	252	36	1428
81	2430	244	32	1444
82	2460	220	24	1472
83	2490	214	22	1486
84	2520	207	22	1499
85	2550	213	21	1500
86	2580	213	20	1502
87	2610	217	20	1502
88	2640	220	20	1503
89	2670	223	17	1511
90	2700	195	18	1547
91	2730	180	16	1566
92	2760	173	13	1579
93	2790	170	15	1583
94	2820	175	16	1585
95	2850	179	16	1585
96	2880	182	16	1585
97	2910	189	16	1586
98	2940	176	18	1598
99	2970	164	22	1613
100	3000	155	19	1629
101	3030	147	21	1640
102	3060	142	22	1646
103	3090	147	23	1646
104	3120	145	22	1648
105	3150	151	22	1648
106	3180	152	23	1650
107	3210	138	24	1666
108	3240	133	24	1679
109	3270	131	24	1684
110	3300	125	21	1692
111	3330	128	22	1692
112	3360	131	22	1694
113	3390	138	22	1694
114	3420	143	22	1694
115	3450	138	20	1701
116	3480	120	16	1721
117	3510	109	17	1732
118	3540	101	15	1740
119	3570	96	15	1746
120	3600	102	14	1746
121	3630	104	13	1746
122	3660	108	13	1746
123	3690	109	12	1748
124	3720	102	10	1757
125	3750	98	10	1767
126	3780	89	11	1776
127	3810	88	10	1782
128	3840	91	8	1784
129	3870	93	9	1786
130	3900	96	9	1786
131	3930	101	10	1786
132	3960	102	10	1787
133	3990	89	9	1803
134	4020	81	8	1813
135	4050	78	7	1817
136	4080	76	8	1821
137	4110	81	8	1822
138	4140	83	8	1822
139	4170	85	8	1822
140	4200	86	9	1822
141	4230	83	9	1827
142	4260	74	8	1838
143	4290	65	7	1847
144	4320	63	9	1849
145	4350	60	10	1854
146	4380	62	10	1854
147	4410	63	10	1854
148	4440	66	10	1854
149	4470	67	9	1854
150	4500	67	9	1856
151	4530	59	9	1867
152	4560	55	9	1873
153	4590	51	10	1877
154	4620	55	10	1878
155	4650	56	10	1878
156	4680	58	10	1878
157	4710	62	9	1878
158	4740	64	9	1878
159	4770	62	9	1884
160	4800	53	9	1894
161	4830	52	7	1898
162	4860	50	6	1900
163	4890	51	5	1901
164	4920	52	5	1901
165	4950	55	5	1901
166	4980	55	5	1901
167	5010	57	4	1902
168	5040	50	3	1909
169	5070	46	4	1912
170	5100	45	2	1914
171	5130	43	2	1918
172	5160	43	2	1918
173	5190	44	2	1918
174	5220	44	2	1918
175	5250	45	3	1918
176	5280	44	3	1921
177	5310	39	4	1925
178	5340	37	5	1926
179	5370	33	5	1930
180	5400	31	5	1932
181	5430	35	5	1932
182	5460	34	6	1932
183	5490	36	6	1932
184	5520	40	6	1932
185	5550	41	6	1933
186	5580	34	7	1939
187	5610	30	8	1942
188	5640	29	8	1944
189	5670	25	10	1946
190	5700	26	10	1946
191	5730	27	10	1946
192	5760	27	9	1946
193	5790	28	9	1946
194	5820	26	7	1948
195	5850	24	6	1950
196	5880	23	7	1951
197	5910	23	7	1951
198	5940	23	7	1951
199	5970	24	6	1951
200	6000	25	6	1951
201	6030	28	6	1951
202	6060	30	6	1952
203	6090	28	4	1954
204	6120	29	3	1955
205	6150	27	3	1957
206	6180	26	2	1958
207	6210	27	1	1958
208	6240	27	1	1958
209	6270	28	1	1958
210	6300	29	1	1959
211	6330	29	1	1962
212	6360	25	1	1967
213	6390	23	1	1970
