	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1170	1
2	60	32	1162	18
3	90	134	1069	47
4	120	271	931	81
5	150	357	854	106
6	180	431	780	124
7	210	468	768	133
8	240	475	790	134
9	270	480	803	135
10	300	483	816	143
11	330	497	783	193
12	360	534	707	261
13	390	565	658	304
14	420	588	608	345
15	450	600	598	365
16	480	603	609	373
17	510	604	639	374
18	540	604	658	374
19	570	589	666	389
20	600	516	613	451
21	630	396	557	504
22	660	299	527	539
23	690	233	524	559
24	720	188	517	571
25	750	180	530	571
26	780	175	546	573
27	810	175	569	573
28	840	166	560	596
29	870	142	520	648
30	900	114	491	687
31	930	91	471	718
32	960	88	457	740
33	990	86	478	742
34	1020	86	500	742
35	1050	85	514	742
36	1080	83	529	745
37	1110	78	501	783
38	1140	72	478	830
39	1170	57	435	889
40	1200	54	419	913
41	1230	53	423	920
42	1260	54	437	924
43	1290	55	453	925
44	1320	54	480	925
45	1350	53	490	933
46	1380	47	453	983
47	1410	46	424	1021
48	1440	45	402	1050
49	1470	38	403	1068
50	1500	38	412	1073
51	1530	38	436	1073
52	1560	39	460	1073
53	1590	39	474	1073
54	1620	38	479	1085
55	1650	42	449	1132
56	1680	45	429	1164
57	1710	49	394	1200
58	1740	45	394	1214
59	1770	45	396	1221
60	1800	45	400	1223
61	1830	45	416	1223
62	1860	47	428	1225
63	1890	46	425	1247
64	1920	46	390	1288
65	1950	49	371	1315
66	1980	48	360	1331
67	2010	46	366	1344
68	2040	45	375	1347
69	2070	44	385	1348
70	2100	43	399	1348
71	2130	44	405	1352
72	2160	40	379	1388
73	2190	36	355	1418
74	2220	36	336	1443
75	2250	38	322	1467
76	2280	37	325	1474
77	2310	36	337	1474
78	2340	36	354	1475
79	2370	35	366	1475
80	2400	36	362	1487
81	2430	36	330	1534
82	2460	31	317	1558
83	2490	27	305	1580
84	2520	27	301	1596
85	2550	27	305	1604
86	2580	27	319	1604
87	2610	28	325	1604
88	2640	27	334	1604
89	2670	25	336	1612
90	2700	30	305	1648
91	2730	26	275	1683
92	2760	23	267	1698
93	2790	23	265	1704
94	2820	25	271	1706
95	2850	26	283	1706
96	2880	26	290	1706
97	2910	25	300	1707
98	2940	26	280	1731
99	2970	27	247	1769
100	3000	27	241	1788
101	3030	28	240	1797
102	3060	30	244	1804
103	3090	30	251	1807
104	3120	30	257	1808
105	3150	29	263	1808
106	3180	30	265	1813
107	3210	25	241	1842
108	3240	28	222	1864
109	3270	30	214	1883
110	3300	27	210	1895
111	3330	25	213	1900
112	3360	24	222	1900
113	3390	24	228	1900
114	3420	24	239	1901
115	3450	20	238	1910
116	3480	19	213	1943
117	3510	20	202	1959
118	3540	22	190	1972
119	3570	21	187	1983
120	3600	22	189	1985
121	3630	21	192	1986
122	3660	21	197	1986
123	3690	21	198	1990
124	3720	22	184	2008
125	3750	19	163	2034
126	3780	20	158	2042
127	3810	24	145	2053
128	3840	24	143	2058
129	3870	24	149	2058
130	3900	24	152	2058
131	3930	24	163	2058
132	3960	24	169	2059
133	3990	22	159	2074
134	4020	22	148	2084
135	4050	21	142	2092
136	4080	21	138	2101
137	4110	21	139	2101
138	4140	21	142	2101
139	4170	21	144	2101
140	4200	21	154	2101
141	4230	20	152	2108
142	4260	19	134	2127
143	4290	24	120	2138
144	4320	20	117	2141
145	4350	18	113	2146
146	4380	18	117	2147
147	4410	19	119	2147
148	4440	19	121	2147
149	4470	19	123	2147
150	4500	21	119	2151
151	4530	18	111	2164
152	4560	17	102	2173
153	4590	17	99	2180
154	4620	16	98	2182
155	4650	15	100	2182
156	4680	15	106	2183
157	4710	16	110	2183
158	4740	16	111	2186
159	4770	14	108	2193
160	4800	7	98	2206
161	4830	7	89	2217
162	4860	7	85	2221
163	4890	7	85	2222
164	4920	6	88	2223
165	4950	6	91	2223
166	4980	6	96	2223
167	5010	5	101	2224
168	5040	4	96	2230
169	5070	3	82	2247
170	5100	2	80	2254
171	5130	2	80	2257
172	5160	2	78	2260
173	5190	2	83	2260
174	5220	1	88	2260
175	5250	2	89	2260
176	5280	3	88	2264
177	5310	4	79	2274
178	5340	6	66	2288
179	5370	6	64	2291
180	5400	7	65	2292
181	5430	7	70	2292
182	5460	8	69	2292
183	5490	8	71	2292
184	5520	8	71	2294
185	5550	8	73	2296
186	5580	9	67	2303
187	5610	11	66	2307
188	5640	13	62	2309
189	5670	13	61	2312
190	5700	13	63	2313
191	5730	13	64	2313
192	5760	12	64	2313
193	5790	11	64	2315
194	5820	12	62	2317
195	5850	9	58	2322
196	5880	9	58	2326
197	5910	8	55	2331
198	5940	8	56	2332
199	5970	7	55	2334
200	6000	7	58	2334
201	6030	7	60	2334
202	6060	7	57	2338
203	6090	6	52	2343
204	6120	5	49	2350
205	6150	4	45	2355
206	6180	5	42	2358
207	6210	5	42	2358
208	6240	5	42	2358
209	6270	5	45	2358
210	6300	5	48	2358
211	6330	4	48	2359
212	6360	4	45	2364
213	6390	5	43	2367
214	6420	6	39	2373
215	6450	6	40	2375
216	6480	6	42	2375
217	6510	6	43	2375
218	6540	6	43	2375
219	6570	6	43	2376
220	6600	6	40	2380
221	6630	5	36	2385
222	6660	4	32	2390
223	6690	5	31	2391
224	6720	5	32	2392
225	6750	5	33	2392
226	6780	5	33	2392
227	6810	6	34	2392
228	6840	6	36	2393
229	6870	6	36	2395
230	6900	4	33	2398
231	6930	3	31	2401
232	6960	4	30	2402
233	6990	4	31	2403
234	7020	4	31	2403
235	7050	5	30	2403
236	7080	5	31	2403
237	7110	5	33	2403
238	7140	5	32	2404
239	7170	5	29	2407
240	7200	4	29	2409
241	7230	3	28	2411
242	7260	3	30	2411
243	7290	3	31	2411
244	7320	3	33	2411
245	7350	2	32	2412
246	7380	3	29	2414
247	7410	3	28	2415
248	7440	3	26	2419
249	7470	2	27	2419
250	7500	2	27	2420
251	7530	3	26	2420
252	7560	2	28	2420
253	7590	2	28	2420
254	7620	2	29	2420
255	7650	2	28	2423
256	7680	2	24	2428
257	7710	2	24	2429
258	7740	2	26	2431
259	7770	2	27	2432
260	7800	2	29	2432
261	7830	2	28	2433
262	7860	2	29	2433
263	7890	2	27	2436
264	7920	2	22	2441
265	7950	2	21	2443
266	7980	2	21	2445
